,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
Intercept,62.447,1.028,60.615,64.482,0.055,0.025,345.0,720.0,1.01
episode[Enjoyment],4.465,0.766,3.032,5.877,0.015,0.01,2696.0,2910.0,1.0
episode[Focus],4.704,0.76,3.336,6.153,0.015,0.01,2588.0,2992.0,1.0
episode[Motivation],4.279,0.742,2.944,5.685,0.014,0.01,2672.0,2871.0,1.0
episode[Relaxation],2.059,0.773,0.684,3.593,0.015,0.013,2683.0,2821.0,1.0
z_RMS,3.042,0.312,2.475,3.645,0.005,0.005,3344.0,2814.0,1.0
z_CF,-2.215,0.311,-2.783,-1.617,0.005,0.004,3234.0,2817.0,1.0
z_SW,3.022,0.301,2.474,3.601,0.005,0.004,3934.0,3391.0,1.0
z_SI,-0.677,0.337,-1.315,-0.068,0.006,0.005,2744.0,2975.0,1.0
sigma,8.495,0.178,8.164,8.824,0.002,0.003,6615.0,3049.0,1.0
1|participant_id_sigma,5.749,0.714,4.389,7.032,0.03,0.018,568.0,1057.0,1.01
1|participant_id[P001],8.615,1.708,5.367,11.855,0.059,0.027,840.0,2095.0,1.01
1|participant_id[P002],-2.25,1.705,-5.373,1.034,0.051,0.028,1106.0,2319.0,1.0
1|participant_id[P003],3.156,1.673,0.112,6.37,0.054,0.028,969.0,1706.0,1.01
1|participant_id[P004],5.412,1.732,2.112,8.552,0.053,0.025,1072.0,2161.0,1.01
1|participant_id[P005],4.793,1.728,1.642,8.136,0.053,0.028,1078.0,1947.0,1.0
1|participant_id[P006],1.155,1.752,-1.915,4.563,0.054,0.027,1069.0,2261.0,1.0
1|participant_id[P007],-6.689,1.7,-9.789,-3.473,0.052,0.024,1069.0,2243.0,1.0
1|participant_id[P008],-8.22,1.715,-11.501,-5.104,0.052,0.025,1091.0,2196.0,1.0
1|participant_id[P009],1.908,1.729,-1.432,5.098,0.055,0.028,966.0,2169.0,1.01
1|participant_id[P010],-3.804,1.707,-6.757,-0.452,0.055,0.026,958.0,2403.0,1.0
1|participant_id[P011],2.412,1.761,-0.991,5.637,0.056,0.029,981.0,1588.0,1.0
1|participant_id[P012],-0.12,1.731,-3.344,3.116,0.053,0.026,1061.0,1867.0,1.0
1|participant_id[P013],-4.785,1.719,-8.193,-1.803,0.053,0.026,1045.0,2287.0,1.0
1|participant_id[P014],-0.129,1.725,-3.349,3.087,0.051,0.027,1135.0,1643.0,1.0
1|participant_id[P015],4.195,1.726,0.689,7.177,0.053,0.028,1044.0,2192.0,1.0
1|participant_id[P016],2.756,1.714,-0.347,6.098,0.053,0.025,1035.0,1981.0,1.0
1|participant_id[P017],-6.52,1.686,-9.609,-3.32,0.049,0.026,1197.0,2139.0,1.0
1|participant_id[P018],2.34,1.719,-0.805,5.572,0.052,0.027,1095.0,1437.0,1.0
1|participant_id[P019],2.765,1.739,-0.514,5.943,0.053,0.028,1066.0,1966.0,1.01
1|participant_id[P020],4.174,1.71,0.854,7.317,0.051,0.027,1128.0,1945.0,1.0
1|participant_id[P021],3.575,1.732,0.228,6.765,0.054,0.03,1027.0,1316.0,1.0
1|participant_id[P022],-5.909,1.758,-9.176,-2.696,0.056,0.028,984.0,2064.0,1.01
1|participant_id[P023],-4.132,1.737,-7.555,-1.039,0.054,0.025,1024.0,2116.0,1.0
1|participant_id[P024],3.416,1.729,0.209,6.687,0.054,0.026,1037.0,2295.0,1.0
1|participant_id[P025],-14.411,1.77,-17.774,-11.144,0.051,0.026,1219.0,2539.0,1.0
1|participant_id[P026],3.336,1.73,0.087,6.665,0.055,0.027,1011.0,2171.0,1.0
1|participant_id[P027],-9.408,1.695,-12.54,-6.158,0.055,0.026,966.0,1623.0,1.0
1|participant_id[P028],-5.061,1.706,-8.269,-1.819,0.049,0.025,1217.0,2307.0,1.0
1|participant_id[P029],8.453,1.731,5.28,11.751,0.052,0.026,1111.0,1960.0,1.0
1|participant_id[P030],-0.377,1.762,-3.57,2.992,0.056,0.027,985.0,2343.0,1.0
1|participant_id[P031],-1.525,1.695,-4.528,1.797,0.051,0.028,1111.0,2510.0,1.0
1|participant_id[P032],-0.534,1.738,-3.953,2.566,0.053,0.026,1063.0,1959.0,1.0
1|participant_id[P033],-1.416,1.749,-4.587,1.979,0.053,0.025,1098.0,2137.0,1.0
1|participant_id[P034],-5.79,1.705,-8.935,-2.577,0.05,0.025,1173.0,2637.0,1.0
1|participant_id[P035],0.22,1.76,-3.033,3.547,0.056,0.027,960.0,2105.0,1.0
1|participant_id[P036],12.789,1.754,9.395,15.927,0.052,0.024,1132.0,2570.0,1.0
1|participant_id[P037],3.809,1.748,0.585,6.993,0.061,0.028,834.0,2031.0,1.0
1|participant_id[P038],1.606,1.716,-1.711,4.656,0.054,0.026,1010.0,2164.0,1.0
1|participant_id[P039],-1.565,1.719,-4.689,1.719,0.052,0.027,1072.0,2411.0,1.0
1|participant_id[P040],3.821,1.764,0.606,7.195,0.054,0.028,1051.0,1958.0,1.0
mu[0],70.997,1.602,67.976,73.993,0.019,0.029,6832.0,2697.0,1.0
mu[1],74.474,1.664,71.246,77.473,0.021,0.029,6303.0,2749.0,1.0
mu[2],80.901,1.703,77.79,84.072,0.021,0.03,6494.0,2656.0,1.0
mu[3],72.414,1.641,69.212,75.389,0.023,0.026,5278.0,2799.0,1.0
mu[4],68.937,1.578,66.012,71.827,0.021,0.026,5613.0,3112.0,1.0
mu[5],78.842,1.678,75.841,82.051,0.023,0.028,5273.0,3082.0,1.0
mu[6],83.307,1.681,80.172,86.452,0.021,0.029,6575.0,2979.0,1.0
mu[7],73.403,1.574,70.344,76.294,0.019,0.027,7203.0,2942.0,1.0
mu[8],76.88,1.638,73.879,80.062,0.02,0.028,6591.0,3139.0,1.0
mu[9],77.119,1.629,74.122,80.14,0.021,0.026,6269.0,3025.0,1.0
mu[10],83.546,1.668,80.38,86.542,0.021,0.027,6316.0,3376.0,1.0
mu[11],73.642,1.561,70.707,76.481,0.019,0.026,6791.0,3054.0,1.0
mu[12],76.694,1.649,73.614,79.784,0.02,0.027,6570.0,3022.0,1.0
mu[13],73.217,1.59,70.132,76.126,0.019,0.028,7325.0,3104.0,1.0
mu[14],83.121,1.699,79.754,86.096,0.021,0.029,6547.0,3418.0,1.0
mu[15],70.513,1.594,67.493,73.513,0.019,0.029,7133.0,2673.0,1.0
mu[16],67.497,1.655,64.259,70.451,0.021,0.029,6531.0,2543.0,1.0
mu[17],77.663,1.69,74.456,80.881,0.02,0.031,6991.0,2899.0,1.0
mu[18],75.603,1.663,72.482,78.713,0.022,0.028,5549.0,3047.0,1.0
mu[19],65.437,1.63,62.534,68.634,0.022,0.026,5440.0,2968.0,1.0
mu[20],68.454,1.568,65.656,71.383,0.021,0.026,5713.0,3014.0,1.0
mu[21],72.919,1.566,70.113,76.016,0.018,0.027,7456.0,3141.0,1.0
mu[22],69.903,1.625,66.701,72.858,0.02,0.027,6753.0,3160.0,1.0
mu[23],80.068,1.666,76.965,83.274,0.02,0.028,7060.0,3211.0,1.0
mu[24],80.308,1.665,77.237,83.497,0.02,0.028,6731.0,2949.0,1.0
mu[25],70.142,1.623,67.054,73.247,0.02,0.026,6424.0,2664.0,1.0
mu[26],73.158,1.554,70.003,75.884,0.018,0.026,7149.0,3262.0,1.0
mu[27],72.733,1.583,69.823,75.763,0.018,0.028,7630.0,3254.0,1.0
mu[28],69.717,1.634,66.6,72.747,0.02,0.028,6722.0,2911.0,1.0
mu[29],79.883,1.677,76.804,83.178,0.02,0.028,6850.0,3005.0,1.0
mu[30],70.036,1.696,66.857,73.128,0.02,0.028,7078.0,2793.0,1.0
mu[31],63.609,1.651,60.392,66.597,0.019,0.027,7257.0,3219.0,1.0
mu[32],60.132,1.603,57.239,63.24,0.018,0.027,7634.0,2793.0,1.0
mu[33],67.977,1.7,64.711,71.089,0.022,0.031,5887.0,2575.0,1.0
mu[34],61.549,1.658,58.515,64.663,0.022,0.03,5836.0,2695.0,1.0
mu[35],58.072,1.609,55.093,61.103,0.021,0.03,6032.0,2518.0,1.0
mu[36],66.015,1.639,63.057,69.178,0.019,0.028,7460.0,2667.0,1.0
mu[37],62.538,1.589,59.67,65.599,0.018,0.028,7781.0,2698.0,1.0
mu[38],72.442,1.688,69.102,75.409,0.02,0.028,7123.0,2859.0,1.0
mu[39],66.254,1.641,63.125,69.209,0.019,0.033,7405.0,2621.0,1.0
mu[40],62.777,1.588,59.855,65.765,0.018,0.03,7394.0,2858.0,1.0
mu[41],72.681,1.686,69.515,75.782,0.02,0.031,7039.0,2972.0,1.0
mu[42],65.829,1.645,62.611,68.741,0.019,0.029,7238.0,2568.0,1.0
mu[43],72.256,1.701,69.062,75.41,0.02,0.031,7090.0,2740.0,1.0
mu[44],62.352,1.6,59.465,65.448,0.018,0.03,7700.0,2734.0,1.0
mu[45],56.632,1.649,53.422,59.714,0.019,0.027,7159.0,2920.0,1.0
mu[46],59.648,1.597,56.621,62.603,0.018,0.027,7856.0,3100.0,1.0
mu[47],66.798,1.677,63.549,69.85,0.019,0.029,7811.0,3167.0,1.0
mu[48],54.572,1.655,51.556,57.754,0.022,0.03,5705.0,2869.0,1.0
mu[49],64.738,1.68,61.687,67.926,0.021,0.031,6241.0,2953.0,1.0
mu[50],57.589,1.602,54.693,60.707,0.02,0.03,6207.0,2658.0,1.0
mu[51],62.054,1.583,59.084,65.059,0.018,0.028,7971.0,2957.0,1.0
mu[52],69.204,1.667,66.066,72.286,0.019,0.03,7843.0,2981.0,1.0
mu[53],59.038,1.634,55.927,62.134,0.019,0.029,7254.0,3078.0,1.0
mu[54],69.443,1.677,66.42,72.666,0.019,0.031,7713.0,2803.0,1.0
mu[55],59.277,1.644,56.189,62.366,0.02,0.029,6958.0,2868.0,1.0
mu[56],62.293,1.584,59.291,65.225,0.018,0.03,7640.0,2977.0,1.0
mu[57],69.018,1.673,65.841,72.22,0.019,0.031,7517.0,3217.0,1.0
mu[58],58.852,1.639,55.696,61.882,0.02,0.028,6980.0,3233.0,1.0
mu[59],61.868,1.595,58.795,64.791,0.018,0.03,7757.0,2651.0,1.0
mu[60],69.015,1.621,66.125,72.191,0.02,0.03,6595.0,3053.0,1.0
mu[61],75.442,1.646,72.579,78.733,0.022,0.03,5422.0,3202.0,1.0
mu[62],65.538,1.57,62.612,68.456,0.019,0.029,6931.0,2839.0,1.0
mu[63],66.956,1.616,63.935,70.001,0.023,0.026,5062.0,3071.0,1.0
mu[64],73.383,1.639,70.381,76.6,0.024,0.028,4640.0,2415.0,1.0
mu[65],63.479,1.564,60.419,66.292,0.022,0.026,5300.0,3121.0,1.0
mu[66],67.944,1.559,65.094,70.858,0.018,0.028,7346.0,3048.0,1.0
mu[67],71.421,1.612,68.548,74.493,0.019,0.029,7149.0,2973.0,1.0
mu[68],77.848,1.641,74.887,80.927,0.021,0.029,5906.0,2908.0,1.0
mu[69],68.183,1.566,65.203,71.062,0.018,0.028,7417.0,3012.0,1.0
mu[70],78.087,1.647,75.133,81.243,0.021,0.029,6072.0,2875.0,1.0
mu[71],71.66,1.622,68.684,74.755,0.019,0.028,7071.0,3065.0,1.0
mu[72],77.662,1.642,74.696,80.864,0.021,0.031,5880.0,2978.0,1.0
mu[73],71.235,1.605,68.461,74.5,0.02,0.029,6625.0,3124.0,1.0
mu[74],67.758,1.557,64.887,70.694,0.018,0.029,7129.0,2960.0,1.0
mu[75],62.038,1.614,59.089,65.115,0.02,0.03,6754.0,2988.0,1.0
mu[76],72.204,1.622,69.003,75.128,0.02,0.031,6611.0,2492.0,1.0
mu[77],65.055,1.557,62.274,68.018,0.018,0.03,7135.0,2819.0,1.0
mu[78],59.979,1.608,56.802,62.811,0.022,0.026,5340.0,3399.0,1.0
mu[79],70.145,1.613,67.166,73.189,0.023,0.028,5034.0,2502.0,1.0
mu[80],62.995,1.55,60.145,65.871,0.021,0.026,5394.0,2678.0,1.0
mu[81],74.61,1.615,71.628,77.671,0.02,0.029,6751.0,2931.0,1.0
mu[82],64.444,1.602,61.493,67.444,0.019,0.028,7125.0,2961.0,1.0
mu[83],67.46,1.546,64.615,70.304,0.018,0.028,7527.0,3108.0,1.0
mu[84],64.683,1.619,61.694,67.822,0.019,0.029,7613.0,3158.0,1.0
mu[85],67.699,1.555,64.921,70.684,0.018,0.028,7791.0,2773.0,1.0
mu[86],74.849,1.633,71.82,77.953,0.019,0.03,7074.0,2925.0,1.0
mu[87],67.275,1.545,64.434,70.143,0.018,0.029,7322.0,2936.0,1.0
mu[88],74.424,1.609,71.394,77.38,0.02,0.031,6449.0,2619.0,1.0
mu[89],64.258,1.593,61.468,67.384,0.019,0.029,6819.0,2882.0,1.0
mu[90],71.271,1.668,68.257,74.499,0.02,0.027,7031.0,2587.0,1.0
mu[91],77.698,1.689,74.361,80.74,0.019,0.027,7932.0,3192.0,1.0
mu[92],67.794,1.613,64.734,70.751,0.018,0.025,8191.0,2979.0,1.0
mu[93],65.735,1.601,62.886,68.958,0.022,0.025,5074.0,2597.0,1.0
mu[94],75.639,1.675,72.436,78.78,0.023,0.026,5230.0,2789.0,1.0
mu[95],69.212,1.657,66.276,72.434,0.024,0.027,4636.0,2515.0,1.0
mu[96],70.2,1.608,67.123,73.156,0.018,0.027,7905.0,2381.0,1.0
mu[97],80.104,1.688,76.906,83.246,0.019,0.028,7923.0,2885.0,1.0
mu[98],73.677,1.664,70.696,76.899,0.02,0.029,7171.0,2761.0,1.0
mu[99],73.916,1.654,70.704,76.966,0.02,0.031,6711.0,2861.0,1.0
mu[100],70.439,1.594,67.543,73.693,0.018,0.029,7590.0,2669.0,1.0
mu[101],80.343,1.675,77.211,83.493,0.019,0.027,7585.0,2826.0,1.0
mu[102],79.918,1.667,76.876,83.07,0.019,0.027,7488.0,3146.0,1.0
mu[103],73.491,1.634,70.369,76.501,0.02,0.027,6461.0,3125.0,1.0
mu[104],70.014,1.582,67.07,73.005,0.018,0.027,7427.0,3137.0,1.0
mu[105],64.294,1.672,61.082,67.413,0.021,0.026,6591.0,3391.0,1.0
mu[106],67.31,1.604,64.109,70.191,0.017,0.025,8433.0,3252.0,1.0
mu[107],74.46,1.681,71.182,77.498,0.019,0.026,7984.0,3389.0,1.0
mu[108],72.401,1.667,69.191,75.389,0.024,0.025,4866.0,3276.0,1.0
mu[109],65.251,1.591,62.241,68.245,0.022,0.024,5172.0,2235.0,1.0
mu[110],62.235,1.659,59.216,65.473,0.025,0.025,4381.0,2816.0,1.0
mu[111],76.866,1.679,73.53,79.853,0.019,0.026,7482.0,2983.0,1.0
mu[112],66.7,1.664,63.513,69.714,0.021,0.026,6386.0,2947.0,1.0
mu[113],69.716,1.599,66.763,72.765,0.018,0.026,8170.0,2818.0,1.0
mu[114],77.105,1.677,73.851,80.166,0.019,0.026,7687.0,3356.0,1.0
mu[115],66.939,1.662,63.767,70.068,0.021,0.027,6259.0,3185.0,1.0
mu[116],69.955,1.587,67.024,73.067,0.018,0.027,7988.0,3215.0,1.0
mu[117],69.531,1.574,66.558,72.468,0.018,0.026,7624.0,3318.0,1.0
mu[118],76.68,1.65,73.638,79.785,0.02,0.025,6930.0,3181.0,1.0
mu[119],66.514,1.633,63.439,69.603,0.021,0.026,5890.0,3331.0,1.0
mu[120],67.175,1.623,63.975,70.089,0.02,0.03,6486.0,2691.0,1.0
mu[121],77.079,1.691,74.026,80.379,0.022,0.032,6109.0,2943.0,1.0
mu[122],70.652,1.674,67.437,73.774,0.021,0.031,6207.0,2830.0,1.0
mu[123],68.593,1.671,65.434,71.792,0.022,0.027,5588.0,3139.0,1.0
mu[124],65.116,1.618,62.072,68.081,0.021,0.026,5815.0,2910.0,1.0
mu[125],75.02,1.685,71.944,78.297,0.023,0.028,5578.0,3017.0,1.0
mu[126],79.485,1.701,76.358,82.811,0.021,0.03,6718.0,3105.0,1.0
mu[127],69.581,1.628,66.481,72.615,0.019,0.028,7431.0,2922.0,1.0
mu[128],73.058,1.68,70.002,76.362,0.02,0.029,7192.0,2845.0,1.0
mu[129],73.297,1.695,70.128,76.472,0.021,0.032,6587.0,2584.0,1.0
mu[130],79.724,1.712,76.583,83.089,0.021,0.032,6661.0,2586.0,1.0
mu[131],69.82,1.64,66.803,72.951,0.02,0.031,6824.0,2600.0,1.0
mu[132],69.395,1.643,66.101,72.237,0.019,0.029,7426.0,2886.0,1.0
mu[133],79.299,1.718,76.079,82.455,0.021,0.029,6621.0,3154.0,1.0
mu[134],72.872,1.689,69.718,76.097,0.021,0.028,6541.0,2904.0,1.0
mu[135],66.692,1.607,63.747,69.735,0.02,0.03,6711.0,2967.0,1.0
mu[136],73.841,1.663,70.739,76.972,0.021,0.031,6373.0,2892.0,1.0
mu[137],63.675,1.661,60.662,66.838,0.021,0.03,6122.0,2768.0,1.0
mu[138],71.782,1.655,68.442,74.691,0.022,0.027,5689.0,3189.0,1.0
mu[139],64.632,1.602,61.738,67.681,0.021,0.026,5918.0,2668.0,1.0
mu[140],61.616,1.656,58.354,64.595,0.022,0.026,5437.0,3293.0,1.0
mu[141],69.097,1.612,66.119,72.13,0.019,0.028,7523.0,2932.0,1.0
mu[142],66.081,1.664,63.066,69.276,0.02,0.028,6824.0,2930.0,1.0
mu[143],76.247,1.671,73.131,79.337,0.02,0.029,7045.0,3077.0,1.0
mu[144],76.486,1.693,73.406,79.758,0.02,0.032,6905.0,2720.0,1.0
mu[145],66.32,1.686,63.117,69.429,0.021,0.032,6425.0,2908.0,1.0
mu[146],69.336,1.626,66.392,72.481,0.019,0.031,7043.0,2607.0,1.0
mu[147],65.895,1.672,62.857,69.074,0.021,0.029,6391.0,2953.0,1.0
mu[148],76.061,1.681,72.849,79.163,0.021,0.029,6725.0,3039.0,1.0
mu[149],68.912,1.628,65.877,71.832,0.019,0.029,7284.0,2874.0,1.0
mu[150],67.014,1.693,63.867,70.21,0.021,0.03,6699.0,2483.0,1.0
mu[151],73.441,1.728,70.203,76.712,0.02,0.03,7154.0,2893.0,1.0
mu[152],63.537,1.632,60.294,66.493,0.019,0.029,7603.0,2583.0,1.0
mu[153],61.477,1.636,58.28,64.397,0.022,0.028,5735.0,2409.0,1.0
mu[154],71.382,1.73,67.992,74.526,0.023,0.029,5654.0,2690.0,1.0
mu[155],64.954,1.698,61.692,68.056,0.024,0.028,5222.0,2604.0,1.0
mu[156],69.42,1.698,66.362,72.729,0.02,0.03,7403.0,2654.0,1.0
mu[157],75.847,1.736,72.705,79.262,0.02,0.03,7693.0,2718.0,1.0
mu[158],65.943,1.635,62.907,69.086,0.018,0.03,8411.0,2655.0,1.0
mu[159],76.086,1.716,72.852,79.24,0.02,0.031,7155.0,2425.0,1.0
mu[160],66.182,1.615,63.028,69.082,0.019,0.032,7488.0,2348.0,1.0
mu[161],69.659,1.682,66.478,72.762,0.021,0.031,6606.0,2598.0,1.0
mu[162],69.234,1.688,65.988,72.35,0.021,0.029,6499.0,2669.0,1.0
mu[163],75.661,1.733,72.318,78.864,0.021,0.032,6956.0,2826.0,1.0
mu[164],65.757,1.63,62.869,68.993,0.019,0.029,7465.0,2737.0,1.0
mu[165],63.053,1.624,60.105,66.238,0.018,0.028,8549.0,2909.0,1.0
mu[166],60.037,1.687,56.791,63.141,0.019,0.028,7803.0,3112.0,1.0
mu[167],70.203,1.719,66.858,73.288,0.019,0.028,8519.0,3162.0,1.0
mu[168],60.994,1.627,57.813,63.897,0.021,0.028,6228.0,2700.0,1.0
mu[169],68.143,1.721,64.864,71.301,0.022,0.027,6372.0,2923.0,1.0
mu[170],57.977,1.69,54.79,61.155,0.022,0.028,5870.0,2856.0,1.0
mu[171],72.608,1.726,69.382,75.917,0.018,0.029,9203.0,3051.0,1.0
mu[172],65.459,1.627,62.517,68.616,0.017,0.03,9419.0,2660.0,1.0
mu[173],62.443,1.688,59.245,65.618,0.018,0.03,8464.0,2967.0,1.0
mu[174],62.682,1.68,59.619,65.99,0.019,0.03,7573.0,2558.0,1.0
mu[175],72.847,1.717,69.538,75.926,0.019,0.03,8400.0,2785.0,1.0
mu[176],65.698,1.609,62.734,68.726,0.018,0.031,8387.0,2298.0,1.0
mu[177],65.273,1.623,62.057,68.124,0.018,0.03,8196.0,2838.0,1.0
mu[178],72.423,1.717,69.152,75.612,0.019,0.031,7905.0,2681.0,1.0
mu[179],62.257,1.677,59.158,65.421,0.02,0.029,7316.0,2932.0,1.0
mu[180],55.693,1.602,52.547,58.514,0.018,0.026,7838.0,2871.0,1.0
mu[181],59.17,1.653,56.026,62.232,0.02,0.028,6975.0,2643.0,1.0
mu[182],65.597,1.661,62.46,68.648,0.02,0.027,7103.0,3264.0,1.0
mu[183],63.538,1.636,60.656,66.707,0.022,0.023,5621.0,3299.0,1.0
mu[184],57.11,1.631,53.999,60.08,0.022,0.025,5523.0,3151.0,1.0
mu[185],53.633,1.577,50.747,56.541,0.02,0.024,6170.0,3255.0,1.0
mu[186],61.575,1.631,58.517,64.682,0.02,0.028,6942.0,2744.0,1.0
mu[187],58.098,1.577,55.28,61.082,0.018,0.027,7583.0,2978.0,1.0
mu[188],68.003,1.643,64.909,71.03,0.02,0.027,6655.0,2896.0,1.0
mu[189],68.242,1.652,65.038,71.202,0.021,0.025,6443.0,2990.0,1.0
mu[190],61.814,1.645,58.787,64.861,0.02,0.027,6558.0,2673.0,1.0
mu[191],58.337,1.588,55.285,61.133,0.018,0.025,7318.0,2613.0,1.0
mu[192],67.817,1.646,64.709,70.72,0.021,0.026,6364.0,3182.0,1.0
mu[193],57.913,1.578,54.912,60.74,0.018,0.026,7361.0,3127.0,1.0
mu[194],61.39,1.627,58.295,64.378,0.02,0.028,6459.0,2499.0,1.0
mu[195],55.209,1.588,52.351,58.341,0.018,0.025,8117.0,3119.0,1.0
mu[196],52.193,1.654,49.091,55.278,0.02,0.026,6945.0,3018.0,1.0
mu[197],62.358,1.646,59.415,65.591,0.019,0.026,7668.0,3454.0,1.0
mu[198],60.299,1.62,57.263,63.195,0.021,0.024,5990.0,3479.0,1.0
mu[199],50.133,1.63,47.149,53.162,0.022,0.025,5615.0,3208.0,1.0
mu[200],53.15,1.562,50.405,56.121,0.02,0.024,6396.0,3179.0,1.0
mu[201],54.598,1.629,51.389,57.477,0.02,0.026,6765.0,2851.0,1.0
mu[202],64.764,1.626,61.714,67.745,0.019,0.025,7410.0,3279.0,1.0
mu[203],57.615,1.564,54.743,60.535,0.018,0.026,7868.0,3041.0,1.0
mu[204],57.854,1.576,54.987,60.793,0.018,0.025,7834.0,3025.0,1.0
mu[205],54.837,1.65,51.68,57.723,0.02,0.026,6877.0,2973.0,1.0
mu[206],65.003,1.648,61.907,67.989,0.019,0.025,7280.0,3135.0,1.0
mu[207],57.429,1.565,54.506,60.253,0.018,0.026,7700.0,3162.0,1.0
mu[208],54.413,1.623,51.316,57.402,0.02,0.026,6476.0,2632.0,1.0
mu[209],64.579,1.622,61.647,67.601,0.019,0.026,6870.0,3353.0,1.0
mu[210],54.162,1.604,51.158,57.211,0.018,0.025,7844.0,3440.0,1.0
mu[211],64.066,1.663,60.901,67.087,0.02,0.027,6947.0,3199.0,1.0
mu[212],57.639,1.643,54.519,60.685,0.019,0.026,7112.0,2500.0,1.01
mu[213],52.103,1.612,49.127,55.14,0.02,0.023,6547.0,3273.0,1.0
mu[214],62.007,1.67,59.012,65.274,0.022,0.025,5947.0,3127.0,1.0
mu[215],55.58,1.652,52.504,58.617,0.021,0.024,5947.0,3047.0,1.0
mu[216],66.472,1.669,63.44,69.675,0.02,0.027,6836.0,2966.0,1.0
mu[217],56.568,1.605,53.489,59.523,0.018,0.026,7859.0,3371.0,1.0
mu[218],60.045,1.645,57.007,63.207,0.019,0.026,7164.0,3023.0,1.0
mu[219],60.284,1.647,57.162,63.273,0.019,0.024,7633.0,3396.0,1.0
mu[220],66.711,1.667,63.657,69.909,0.019,0.025,7482.0,3342.0,1.0
mu[221],56.807,1.603,53.85,59.852,0.017,0.024,8456.0,3433.0,1.0
mu[222],59.859,1.642,56.69,62.849,0.02,0.024,7069.0,3363.0,1.0
mu[223],66.286,1.673,63.148,69.437,0.02,0.026,6807.0,3084.0,1.0
mu[224],56.382,1.606,53.299,59.3,0.018,0.025,7770.0,3160.0,1.0
mu[225],50.662,1.666,47.342,53.575,0.019,0.026,7425.0,3234.0,1.0
mu[226],60.828,1.659,57.759,63.936,0.019,0.027,7705.0,3227.0,1.0
mu[227],53.678,1.599,50.68,56.735,0.018,0.025,8232.0,3282.0,1.0
mu[228],51.619,1.607,48.649,54.704,0.019,0.024,6819.0,3291.0,1.0
mu[229],58.768,1.664,55.694,61.796,0.021,0.026,6381.0,3049.0,1.0
mu[230],48.603,1.673,45.546,51.871,0.021,0.026,6204.0,3308.0,1.0
mu[231],56.084,1.6,52.998,58.954,0.018,0.026,8196.0,3294.0,1.0
mu[232],63.234,1.663,60.094,66.292,0.019,0.028,7551.0,3220.0,1.0
mu[233],53.068,1.665,49.932,56.203,0.019,0.027,7459.0,3146.0,1.0
mu[234],56.323,1.6,53.348,59.341,0.017,0.025,8995.0,3326.0,1.0
mu[235],63.473,1.672,60.393,66.647,0.018,0.027,8332.0,3324.0,1.0
mu[236],53.307,1.674,50.183,56.478,0.019,0.026,7912.0,3246.0,1.0
mu[237],52.882,1.66,49.676,55.896,0.02,0.026,7080.0,3217.0,1.0
mu[238],55.898,1.603,52.863,58.848,0.018,0.026,7983.0,3246.0,1.0
mu[239],63.048,1.66,59.985,66.182,0.019,0.027,7287.0,3029.0,1.0
mu[240],67.767,1.656,64.677,70.889,0.022,0.027,5697.0,2858.0,1.0
mu[241],64.29,1.598,61.255,67.221,0.02,0.026,6142.0,3033.0,1.0
mu[242],74.194,1.648,71.289,77.444,0.022,0.028,5862.0,2960.0,1.0
mu[243],62.231,1.625,59.108,65.128,0.023,0.027,5051.0,2943.0,1.0
mu[244],72.135,1.672,69.125,75.294,0.024,0.028,4798.0,2864.0,1.0
mu[245],65.708,1.683,62.545,68.804,0.025,0.028,4559.0,2779.0,1.0
mu[246],76.6,1.688,73.408,79.745,0.021,0.028,6364.0,3011.0,1.0
mu[247],70.173,1.692,66.978,73.321,0.022,0.029,6116.0,2945.0,1.0
mu[248],66.696,1.635,63.663,69.758,0.02,0.028,6673.0,3059.0,1.0
mu[249],66.935,1.63,63.889,69.968,0.02,0.03,6494.0,2859.0,1.0
mu[250],76.839,1.683,73.614,79.89,0.021,0.031,6185.0,2698.0,1.0
mu[251],70.412,1.692,67.371,73.663,0.022,0.032,5884.0,2876.0,1.0
mu[252],69.987,1.677,66.742,72.994,0.022,0.029,5918.0,2935.0,1.0
mu[253],76.414,1.681,73.287,79.56,0.022,0.032,6100.0,2992.0,1.0
mu[254],66.51,1.625,63.271,69.363,0.02,0.029,6446.0,2757.0,1.0
mu[255],70.956,1.657,67.937,74.029,0.022,0.029,5646.0,2761.0,1.0
mu[256],63.806,1.588,60.791,66.716,0.02,0.026,6182.0,3023.0,1.0
mu[257],60.79,1.674,57.524,63.803,0.023,0.029,5352.0,2590.0,1.0
mu[258],61.747,1.614,58.791,64.789,0.023,0.027,5064.0,2771.0,1.0
mu[259],58.731,1.699,55.497,61.782,0.025,0.029,4593.0,2815.0,1.0
mu[260],68.897,1.68,65.858,72.054,0.025,0.03,4567.0,2685.0,1.0
mu[261],73.362,1.695,70.242,76.561,0.022,0.029,6036.0,2479.0,1.0
mu[262],63.196,1.706,59.867,66.309,0.023,0.03,5765.0,2843.0,1.0
mu[263],66.212,1.625,63.103,69.187,0.02,0.028,6654.0,2911.0,1.0
mu[264],73.601,1.702,70.346,76.668,0.022,0.033,5868.0,2555.0,1.0
mu[265],66.451,1.622,63.518,69.607,0.02,0.03,6464.0,2746.0,1.0
mu[266],63.435,1.713,60.087,66.528,0.023,0.033,5620.0,2645.0,1.0
