artist,song,original_dataset_filename,original_mix_name,mix_id,bark_pc_01,bark_pc_02,bark_pc_03,bark_pc_04,bark_pc_05,bark_pc_06,bark_pc_07,bark_pc_08,bark_pc_09,bark_pc_10,bark_pc_11,bark_pc_12,bark_pc_13,bark_pc_14,bark_pc_15,bark_pc_16,bark_pc_17,bark_pc_18,bark_pc_19,bark_pc_20,bark_pc_21,bark_pc_22,bark_pc_23,bark_pc_24,bark_pc_25,bark_pc_26,bark_pc_27,bark_pc_28,bark_pc_29,bark_pc_30,bark_pc_31,bark_pc_32,bark_pc_33,bark_pc_34,bark_pc_35,bark_pc_36,bark_pc_37
The DoneFors,Lead Me,McG-G.mp3,McG-G,mix_e0abc393175b,-0.552484340372,0.691489263521,-1.55918971269,0.817707506228,0.178364203124,1.46890640675,0.692494426622,1.87586323145,0.50585092412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-F.mp3,McG-F,mix_e245880b329a,2.46491228884,2.30491697314,-1.38243432455,-0.797989635633,0.9306565245,0.679027725437,0.39440648344,-0.318711925296,0.194368117192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,CNS-D.mp3,CNS-D,mix_e81c71fd1462,4.60606524726,-0.234217854607,0.0282223632693,-0.977680828255,2.31666917744,-0.910744400891,-0.353901090719,0.591309675268,0.420774643735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,DU-D.mp3,DU-D,mix_f1f7973e5bac,-4.12944546716,-12.9343456023,3.54248955451,-1.15212710146,-2.81290216144,1.21673792515,-0.514354792224,-0.126043760747,0.461143927243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,DU-G.mp3,DU-G,mix_f5d86db961c3,1.75639940069,-3.04772021902,2.30778018526,1.27932156799,1.00225054661,0.889889836793,0.0964171808256,-0.433277212738,0.370250066985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-pro.mp3,McG-pro,mix_fa064711a381,1.04794035492,-0.27220207694,-2.43986232911,1.93929838398,-0.369932472119,-0.196725541424,-0.302577114505,-0.831801929916,-0.597764007559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-R.mp3,McG-R,mix_0ba76f420c1d,-10.1893907974,-0.437381416239,-0.828316225037,4.04529416296,-1.05134001073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-Q.mp3,McG-Q,mix_0ddb25d6180b,-0.346790178456,-0.690220158554,0.501920693464,2.66681383775,2.89953048333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-pro1.mp3,McG-pro1,mix_132e75f34470,-0.571460224056,1.97928110726,2.1052977119,-1.55969924577,-0.190271785183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-U.mp3,McG-U,mix_37681ed84b6b,-4.37553209829,-7.70925286643,-3.87839340356,-2.79893006213,0.121124406155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-W.mp3,McG-W,mix_786fc67a9418,-5.41245509269,3.88556323975,0.0091586955247,-0.783317195778,-1.64802333504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-pro.mp3,McG-pro,mix_9f79c0810c7e,-0.571460224056,1.97928110726,2.1052977119,-1.55969924577,-0.190271785183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-T.mp3,McG-T,mix_be2ccd4c43ff,8.43735290981,5.30877644762,-5.66230267333,-0.0901201167,0.428878026398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-X.mp3,McG-X,mix_cbf8555ee2b2,13.3964086144,-4.4692095812,1.96651592951,1.79206974085,-1.60345244506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Pouring Room,McG-V.mp3,McG-V,mix_e08faaf8bbb3,-0.36667290927,0.153162120537,3.68082155963,-1.71241187542,1.23382644532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
