mix,role,start_seconds,end_seconds,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,side_mid_db,bark_mid_01,bark_side_01,bark_mid_02,bark_side_02,bark_mid_03,bark_side_03,bark_mid_04,bark_side_04,bark_mid_05,bark_side_05,bark_mid_06,bark_side_06,bark_mid_07,bark_side_07,bark_mid_08,bark_side_08,bark_mid_09,bark_side_09,bark_mid_10,bark_side_10,bark_mid_11,bark_side_11,bark_mid_12,bark_side_12,bark_mid_13,bark_side_13,bark_mid_14,bark_side_14,bark_mid_15,bark_side_15,bark_mid_16,bark_side_16,bark_mid_17,bark_side_17,bark_mid_18,bark_side_18,bark_mid_19,bark_side_19,bark_mid_20,bark_side_20,bark_mid_21,bark_side_21,bark_mid_22,bark_side_22,bark_mid_23,bark_side_23,bark_mid_24,bark_side_24,pc1,pc2
DU-K,candidate,30,36,0.0540189594,23.0674198,0.1591318995,0.01373024005,,6.006474034,5.065303563,5.984091896,4.948029646,5.745907551,4.216047065,5.201836933,3.890585676,5.001242142,3.513282648,4.693994493,2.875393804,4.370212825,3.035835725,4.395590145,3.35216221,4.425247665,2.902325306,4.109360695,3.135392143,4.078034378,3.305483707,3.977705898,2.976957736,4.236714365,3.168934647,4.353050805,3.629837102,4.632051398,3.507857513,4.736869088,3.849340623,5.024217384,4.108542316,5.10291397,4.032073062,5.304148335,4.298417743,5.273150772,3.924266855,5.250313086,3.961986431,5.097979998,3.611365939,4.633647619,2.302629084,2.739198485,-0.527386784,-0.6877818235,0.9336042622
DU-L,candidate,30,36,0.05401894823,18.3286924,0.03189251572,-0.01526049245,,6.009900066,1.905359194,5.531866866,2.970012267,5.492932688,3.137458235,5.236212082,3.196675982,5.374935659,3.253698702,4.955607578,3.555627834,4.599378572,3.791957582,5.015467648,3.732010033,5.008513169,3.904997122,4.85840625,3.703205307,4.783052173,3.534148268,4.953114011,3.301720422,5.221871986,3.645386252,5.409883179,3.721606496,5.538886073,3.999890511,5.485356778,4.25050998,5.857101658,4.533059824,6.012876242,4.764528308,6.233113427,4.987733854,6.251553696,5.075234152,6.496002614,5.313399666,6.680697682,5.57003465,6.651990484,5.639399888,5.149256721,4.018376663,-0.1307570311,-0.3512576164
DU-M,candidate,30,36,0.05401896313,17.57710283,0.05977560952,-0.01200566068,,6.115467085,3.26902114,5.945504669,4.264817538,5.667417787,4.231966289,5.520430921,3.941357598,5.463916013,3.764909713,5.10774238,3.861902321,4.733177238,3.949569434,5.053877648,3.883361259,4.931405711,4.096451838,4.73050426,3.849043816,4.67405353,3.695220051,4.683231229,3.417073925,4.927020391,3.661894939,5.037374259,3.66299339,5.128000908,3.888750259,5.04351894,4.079873636,5.413494141,4.34695299,5.547246556,4.555629949,5.799617307,4.734619465,5.841669472,4.771397683,6.047531101,4.813567066,6.220978876,4.753521775,6.150483144,4.526249658,4.634107619,2.462516982,-0.1513761046,-0.2533484487
DU-N,candidate,30,36,0.0540189445,16.58632703,0.01105146203,-0.009461167268,,6.265914632,2.012111653,6.160136401,3.725891271,5.570408918,4.005640641,4.891372989,3.608779922,4.894279033,3.44495175,5.066771578,3.165330754,4.843523837,2.936836634,4.58562812,3.162517322,4.836874863,2.963159697,4.994930401,2.787372622,4.585071254,2.825979916,4.682472366,3.014435256,4.75907162,3.16423975,4.889909892,3.134134286,4.95659732,3.166540259,5.074326975,3.064181149,5.406355514,3.294679166,5.526362119,3.324064406,5.839496811,3.343793772,5.90029502,2.967114579,6.230049337,2.895034651,6.469004751,2.26162619,6.410821776,1.323607649,4.933747178,-0.9225684238,-0.7374935151,-0.7668141468
PXL-S6,candidate,30,36,0.05401894823,18.52559116,0.04283721745,-0.006446344778,,6.308875636,3.324364057,5.903004839,4.288327673,5.472683125,4.161777763,5.230105374,3.983086068,5.222463615,3.898002687,4.853237373,3.89972228,4.451987874,3.70209888,4.618976546,3.68325373,4.632451307,3.734014962,4.482509088,3.670329552,4.389780435,3.550988308,4.458883394,3.500332968,4.718592567,3.716102931,4.880273274,3.919175696,5.050502561,4.086893075,5.035124233,4.087594205,5.505783441,4.587271463,5.737001527,4.942861383,5.943244098,5.158629738,5.925323078,5.190622162,5.97450094,5.333003669,6.006012977,5.490396874,5.860931144,5.41455396,4.256064501,3.809648062,-0.2313262174,-0.1569061067
UCP-A1,candidate,30,36,0.0540189594,20.17484357,0.03998216242,-0.01404289901,,6.305389234,2.959726993,6.115078956,3.769479996,5.677747594,3.607729992,5.587575705,3.595540675,5.297409035,3.625341569,4.838327882,3.595771812,4.57025017,3.517516558,4.943667579,3.525307238,4.824954307,3.625399322,4.621959802,3.706529533,4.638549318,3.775774373,4.771280773,3.7249011,4.941769425,3.970583726,5.050681331,4.217890339,5.168259519,4.351769215,5.099147747,4.48529989,5.51080915,4.903485102,5.714955302,5.170934549,5.836925508,5.278383404,5.872309782,5.273829908,5.968561483,5.383482634,6.129386659,5.46849085,6.098146051,5.34348931,4.544141162,3.725177773,-0.1343363366,0.004631301392
UCP-A2,candidate,30,36,0.05401895195,20.45315614,0.05164319649,-0.02243815362,,6.154836279,3.096920877,5.999881989,4.013503484,5.667599085,3.784369039,5.522507253,3.742810726,5.338196901,3.797897232,4.936772483,3.797589616,4.683058522,3.647014812,5.085097642,3.709461494,5.062552506,3.836722826,4.903935565,3.923082848,4.835976071,3.930640232,4.898276039,3.850520514,5.049694816,4.083864213,5.138183504,4.340832636,5.246991463,4.453482114,5.182825135,4.566852127,5.590216047,4.989861148,5.804073734,5.260396133,5.932733504,5.359108513,5.943152771,5.340851848,6.015433304,5.455889737,6.143666181,5.556917631,6.095391846,5.446110377,4.466690844,3.820468085,0.001054739749,0.1099542134
McG-A,candidate,30,36,0.0540189594,16.79030336,0.03316667303,-0.007772289682,,6.181673684,3.232137131,5.82481542,4.014185594,5.656773381,3.997394716,5.230165406,3.854239574,5.267413373,3.998129693,4.949679577,4.029939693,4.733842178,4.158253961,4.969182889,4.088283565,4.991587628,4.083767571,4.779436366,3.892051023,4.759710421,3.687988749,4.866001788,3.598197045,5.040813241,3.719978144,5.120563425,3.792713181,5.18957432,3.835827289,4.872873345,3.653082272,5.33041877,4.020265033,5.448195121,4.20792709,5.539986319,4.303882798,5.479446953,4.320442328,5.516845367,4.439373966,5.54021173,4.569244977,5.466696388,4.629473516,4.612358895,3.920647354,-0.284990122,-0.4942746656
McG-C,candidate,30,36,0.0540189594,18.14416029,0.05139989778,-0.006213196088,,6.237809772,3.099312133,5.926105649,4.369084461,5.49498914,4.329884034,5.055820193,3.75984361,5.133443276,3.651766527,4.835734397,3.715844518,4.471626437,3.773585773,4.795562185,3.656851235,4.737447822,3.735880782,4.620408162,3.624482634,4.520416569,3.379861977,4.68753301,3.223695329,4.832491581,3.334616529,4.966302223,3.450882633,5.027608589,3.560145173,4.775746788,3.766795617,5.063272997,4.045304083,5.294854786,4.201242177,5.54891521,4.446924194,5.611481201,4.554838633,5.711468374,4.76996804,5.750937447,4.998844086,5.670889544,5.105826588,4.755953086,4.382751613,-0.4291022233,-0.2450587007
McG-H,candidate,30,36,0.0540189594,19.86804542,0.03816775978,-0.03701527044,,6.1674354,3.46468306,5.900250352,4.025399697,5.523818068,3.881303875,5.192861195,3.61785805,5.239560239,3.604297433,4.906667512,3.784107018,4.574079972,3.80616288,4.879570459,3.758926079,4.798948789,3.835277867,4.62050815,3.729183241,4.598786348,3.619672305,4.812247596,3.532982356,5.012226832,3.744425587,5.15352987,3.894655749,5.323062106,4.047171589,5.182881058,4.093349288,5.654099937,4.509583717,5.848614221,4.796777324,6.090512555,5.01281987,6.12090976,5.138917364,6.243656294,5.408666022,6.329409768,5.683256333,6.314161631,5.864132702,5.536262124,5.07003883,-0.1519978177,-0.07207623547
DU-I,candidate,34,40,0.05960146338,22.87957434,0.1153086126,-0.08400613815,,6.249185622,3.930817812,5.991952816,4.556134943,5.652743722,4.591629121,5.401990072,4.400263383,5.351435559,4.346672515,5.248420922,4.374035181,4.938203737,4.279638256,5.097331673,4.489170873,5.591032081,4.859685509,5.372973794,4.553872804,5.229460171,4.620983479,5.327495641,4.485841365,5.275889632,4.54691057,5.393742514,4.553013931,5.668942448,4.762803919,5.699039565,4.897939887,5.967476621,5.28546066,6.122131935,5.497943024,6.42620296,5.721419749,6.501202774,5.756252589,6.669784488,5.921081514,6.843507611,6.117994834,6.72792877,5.992567883,5.184132482,4.434275088,0.7302990494,0.6392673789
DU-J,candidate,34,40,0.05960146338,17.52865665,0.2146808505,0.5823410749,,5.97135157,5.139500153,5.818769782,5.152726229,5.542220688,5.052328583,5.2077285,4.561928963,5.57983012,4.749842932,5.52083404,4.75994655,4.887771125,4.365864995,5.256358459,4.716667114,6.007420021,5.262249468,5.589558326,4.869750196,5.200013656,4.602098725,5.467303271,4.622908957,5.202492859,4.507824242,5.192454449,4.416223705,5.320723898,4.566961124,5.216323212,4.601049285,5.378245178,4.825038623,5.420510421,4.921733664,5.664581059,5.161120082,5.66436291,5.226826634,5.650739307,5.234737058,5.651730318,5.249178519,5.366020703,5.0346763,3.56049551,3.22971108,0.7107534753,0.4575169871
DU-K,candidate,34,40,0.05960147455,21.52337966,0.141910255,0.0001199108665,,6.147900241,5.181764981,5.850953088,5.01350478,5.805451795,4.241722408,5.297779759,3.907457972,5.182104782,3.466560646,5.143982424,2.910418471,5.008249011,3.038715557,4.903976206,3.38856559,5.458655819,2.882871469,5.075366158,3.223423806,4.892594179,3.386179746,4.955176877,3.021504213,4.828596186,3.165290232,4.792558745,3.567319775,5.076302612,3.518958803,5.17853148,3.841136103,5.311961762,4.169491692,5.312360222,4.044724147,5.653534073,4.25718297,5.595071541,3.887178667,5.420892483,3.952026172,5.300883909,3.529352871,4.747080522,2.185428563,2.812928267,-0.4965345313,-0.2203687676,0.5417747682
DU-L,candidate,34,40,0.05960146338,18.63232568,0.08505367488,-0.02820148505,,6.035305861,2.491165095,5.513547304,3.372798605,5.315630673,3.608103909,4.972651438,3.843614865,5.357470212,3.993585507,5.366182587,4.057204799,4.875230208,4.680214056,5.203540631,4.619076318,6.0170596,4.936573248,5.588372837,4.259080071,5.319522595,4.459564026,5.635822225,4.086538291,5.480330188,4.198699251,5.520177292,4.085357067,5.736905889,4.370122594,5.705887658,4.526414253,5.849679219,4.802147803,5.900188655,5.057051882,6.226986193,5.253739334,6.192269185,5.3741799,6.381701901,5.455621084,6.582778827,5.546643067,6.496122607,5.477747014,4.961586472,3.790554522,0.497887455,-0.1181371865
DU-M,candidate,34,40,0.05960147083,16.07726396,0.03070419095,-0.01213013567,,6.016030014,3.166528239,5.816064133,3.918884411,5.528296686,4.149133905,5.276175994,3.776626996,5.511235217,3.565076602,5.635138329,3.692977005,5.13002158,3.774174066,5.374268448,3.931380035,6.10733017,4.143155404,5.632715678,3.809432014,5.351799211,3.703473232,5.520003055,3.399421119,5.188871488,3.653226335,5.229708613,3.495605606,5.433265535,3.63876566,5.379273845,3.756714699,5.46609795,4.14222951,5.488955318,4.395743207,5.832697694,4.527194671,5.808389584,4.572603881,5.870772632,4.564697104,6.027849938,4.40842564,5.90542071,4.09097109,4.391830564,1.99027711,0.07269129597,-0.6959227062
DU-N,candidate,34,40,0.05960146338,15.25975018,0.04278041795,-0.03889016807,,6.362598121,2.02887462,6.138886363,3.533334807,5.603999975,4.095058776,4.895798365,3.570054437,5.078885939,3.814065802,5.382701782,4.012628363,5.020240438,3.988744657,4.804454497,3.694829116,5.7435165,4.354068974,5.613704814,4.124496891,4.993104378,3.720248652,5.275595126,3.950825293,5.067644021,3.840602857,5.04869714,3.789300629,5.133683147,3.797399855,5.274986385,3.753532945,5.4979882,3.737573331,5.580554981,3.633747,5.910585363,4.012284665,5.961501356,3.940643303,6.227435563,3.50556884,6.443181412,3.149052714,6.325497609,2.288513887,4.825281365,0.3328051241,-0.0004871624449,-0.8334941338
PXL-S6,candidate,34,40,0.05960147455,20.6810387,0.05208850652,0.0120662665,,6.423297551,3.471940668,5.854309332,4.310424059,5.48700978,4.319031788,5.149779307,4.058962943,5.27858456,4.033721806,5.247927564,4.232391088,4.707481378,4.041193503,4.907958726,4.177634172,5.674888616,4.546510813,5.290866425,4.272239462,5.005450889,4.075517795,5.30778195,4.000960863,5.111875575,3.951152963,5.175508934,4.04789928,5.45534986,4.263182523,5.46788698,4.318256557,5.677135677,4.737713462,5.798530492,5.053489301,6.085058658,5.262529246,6.034167778,5.332583244,6.006339861,5.383914348,6.049578879,5.45875769,5.82222036,5.318612619,4.190573069,3.688063344,0.2704168473,0.05043863647
UCP-A1,candidate,34,40,0.05960147083,18.15352983,0.0340487361,-0.02007028088,,6.355962949,3.027831262,6.005676131,3.672571177,5.519394332,3.801195613,5.332022139,3.583739661,5.303273779,3.721785584,5.209758144,3.802690836,4.809365134,3.743334894,5.200814775,3.853913207,6.025017282,4.034548272,5.62631391,3.937088584,5.315200186,4.002058449,5.599222404,3.851632848,5.306286574,4.003173109,5.262066811,4.193211039,5.46180483,4.378209502,5.451105735,4.542019595,5.63371015,4.994811639,5.761028038,5.263045358,5.969860459,5.318035149,5.94134107,5.349011045,5.962586016,5.367145551,6.114268442,5.354024082,6.01115736,5.105238815,4.419868621,3.432195118,0.279307622,-0.3752156871
UCP-A2,candidate,34,40,0.05960147828,17.36058466,0.03602739796,-0.03707628697,,6.183045815,3.245766805,5.905395123,3.93801623,5.530374213,3.827717706,5.265021121,3.669169447,5.312472121,3.781240229,5.252803641,3.854240653,4.875439033,3.762237057,5.367430514,3.946595925,6.1080759,4.149224192,5.747903967,4.071181544,5.47031534,4.100047043,5.645256193,3.877304338,5.34578806,4.006265778,5.263980746,4.171986843,5.450486767,4.358894177,5.430591208,4.536661171,5.620953546,4.980581153,5.743401465,5.241502061,5.962229807,5.281999159,5.91294844,5.298531071,5.903669896,5.328738259,6.034419206,5.322004647,5.912608906,5.110401897,4.265692661,3.437823034,0.310611774,-0.4463177782
McG-A,candidate,34,40,0.0596014671,16.67978781,0.05116219819,-0.03023013286,,6.315860169,3.467400781,5.765339906,4.010259119,5.505939867,4.22011301,5.084012336,4.013658976,5.323654343,4.201206728,5.432476691,4.499314013,4.968267324,4.371962514,5.175275993,4.524668227,5.845224438,4.79126209,5.542610976,4.523199607,5.331374308,4.23489356,5.580144935,4.161420379,5.28666227,4.045313154,5.286606376,3.96965497,5.461391003,4.077385041,5.248769956,3.985283079,5.361416147,4.115279369,5.32910554,4.197071379,5.56719712,4.377357292,5.440217049,4.392616528,5.373774487,4.409509631,5.433279462,4.51327417,5.278468264,4.483750731,4.275209295,3.618864098,0.191509504,-0.5111379309
McG-C,candidate,34,40,0.05960147828,16.84201076,0.06789310277,0.01506436151,,6.336983556,3.379716117,5.913736929,4.382992571,5.506666157,4.616555731,4.994237618,4.060335559,5.168727782,4.044332429,5.21196147,4.239109683,4.756712455,4.26138709,5.047798094,4.459447995,5.795377625,4.644874866,5.437576231,4.197007962,5.144196237,4.145926203,5.422889929,3.780518011,5.169654893,3.813060349,5.159838074,3.691000939,5.266291451,3.876546388,5.060979157,4.03955539,5.148055088,4.251133379,5.249835451,4.387005341,5.635310181,4.67233687,5.608603534,4.73766659,5.640203864,4.876160061,5.71238577,5.04736841,5.554729503,5.059199839,4.553363062,4.229196449,0.1526910999,-0.4013273387
McG-H,candidate,34,40,0.05960145593,18.40775629,0.04358685389,-0.01887818798,,6.207615832,3.570330369,5.868584521,4.033627774,5.450899408,4.01317338,5.018808111,3.769286245,5.289004476,3.840745827,5.304772547,4.198562627,4.859953316,4.307305954,5.163068366,4.364154434,5.925805701,4.710985126,5.581780796,4.235611826,5.253609435,4.115527908,5.590096098,3.958545533,5.357460946,3.937595599,5.378768698,3.957117201,5.619075279,4.171862265,5.566522712,4.284558813,5.772102682,4.612226692,5.850947437,4.883973884,6.209261455,5.114711867,6.20933014,5.258239469,6.236022859,5.456739456,6.318382931,5.673730649,6.220575202,5.781605099,5.3415748,4.901377326,0.362560653,-0.321043543
DU-I,candidate,38,44,0.0537635237,23.4000624,0.1265899092,-0.05253041163,,6.086565593,3.563368954,5.919656776,4.592059775,5.554033559,4.511946681,5.502088141,4.452473898,5.510358323,4.467464934,5.20853923,4.44026289,5.094919888,4.358429291,5.47343622,4.850012117,5.377980992,4.948244761,5.372769695,4.621598356,5.259306712,4.679631691,4.972133376,4.407140058,5.041117113,4.500663034,5.118781025,4.374014645,5.447035682,4.671575135,5.532604371,4.842111393,5.774985616,5.023113933,5.897285404,5.023312354,6.315362697,5.313658277,6.421416901,5.290213735,6.53924605,5.326644072,6.769519388,5.645713003,6.686517184,5.708371411,5.132582531,4.313718257,0.4467476149,0.802160754
DU-J,candidate,38,44,0.05376351997,19.82453267,0.2377376258,0.5933867693,,5.847850521,4.94718197,5.936452492,5.23379077,5.651943229,4.998345571,5.2450356,4.531501844,5.628718973,4.794251612,5.643094559,4.85404221,5.344992505,4.586584391,5.763895245,5.173658505,5.646994041,5.094360192,5.523798923,4.860663782,5.15052158,4.595740299,4.870487958,4.3025631,4.806306692,4.390231034,4.878004849,4.266574374,5.087295255,4.477671872,4.969669151,4.517349428,5.181557165,4.64424769,5.210787971,4.632880507,5.567290718,4.967420698,5.640196364,5.056595351,5.585658716,5.013162494,5.7895829,5.22417677,5.541651375,5.057401026,3.658935182,3.24165791,0.4526800802,0.8907325868
DU-K,candidate,38,44,0.05376351625,22.11924069,0.1311881691,0.01869505458,,5.83330765,4.937656906,5.699716807,4.87834063,5.660474698,4.158132514,5.336223578,3.865618936,5.149539243,3.359349459,5.28668639,2.778416785,5.385779825,2.913332058,5.399055086,3.259620061,5.528415374,2.74565812,5.345431275,3.112197738,5.001764971,3.287449154,4.684143664,2.923551361,4.714530156,3.0516939,4.74032883,3.359272869,5.096100216,3.376657642,5.245492631,3.697819442,5.359923545,4.019191502,5.344648481,3.861167853,5.757191366,4.070578205,5.726847282,3.735213978,5.50336751,3.755104471,5.544913735,3.445079477,5.144556561,2.399672668,3.161707017,0.03549683982,-0.4575491977,0.6113352056
DU-L,candidate,38,44,0.0537635237,19.66532662,0.1613631397,-0.05140219629,,5.885113222,1.665924379,5.422512928,2.636575973,5.289141686,3.403812278,5.039449418,4.074862564,5.460359259,4.246535203,5.47465429,3.867598166,5.320635282,4.589775406,5.757452791,5.124302192,5.751722607,5.190900801,5.5480261,4.569633406,5.320041712,4.769337231,5.075425602,4.317273824,5.092716948,4.423973425,5.172853145,4.133843308,5.504420273,4.451354829,5.537334083,4.64248041,5.682307864,4.671738217,5.770243594,4.682223937,6.148474485,4.964735251,6.126593053,4.957323266,6.244846258,4.993356576,6.51551379,5.244623437,6.471610281,5.310396198,4.957433454,3.694657776,0.3681491392,0.3826428798
DU-M,candidate,38,44,0.05376353115,16.53561142,0.03034101613,-0.0002671435068,,5.817945396,2.42563657,5.682665419,3.751578331,5.511612168,3.782372939,5.318731365,3.695246053,5.582006364,3.568736207,5.725588004,3.456717597,5.512092039,3.550806358,5.900116189,4.226162609,5.882648743,3.900615356,5.711934418,3.62260539,5.368584779,3.648529461,5.001079119,3.355006951,4.820283847,3.705396514,4.878294527,3.307580376,5.184336723,3.549119671,5.138993362,3.672864596,5.288012091,3.812011327,5.352689958,3.810088403,5.727750792,3.968795814,5.641699534,3.923398924,5.633967723,3.979907048,5.854719337,4.113939484,5.759372592,3.981097449,4.219086125,2.037294972,-0.2897557651,-0.6030921342
DU-N,candidate,38,44,0.0537635237,16.31410419,0.08907333016,-0.02517657727,,6.281858334,1.786554747,6.116737911,3.737527764,5.571985746,4.01723084,4.945501614,3.8109629,5.116163381,4.107017279,5.405571891,4.355646024,5.176956746,4.430752326,5.084122295,4.345645037,5.366147781,4.761400365,5.499907601,4.706647804,5.030088595,3.954337085,4.815239805,3.845046654,4.882492353,3.918811268,4.798085547,3.901005815,4.903757779,3.951054053,5.053459307,4.053961661,5.277712902,4.082458927,5.261497751,4.015657989,5.657845782,4.453033779,5.754553234,4.473526987,5.976771793,3.997705506,6.295669096,3.768196142,6.279346108,3.062146654,4.847501871,0.9560322494,-0.06464765542,-0.3870782239
PXL-S6,candidate,38,44,0.05376351997,21.78503018,0.05322603509,0.008474729955,,6.304061673,3.064382156,5.905589547,4.231063949,5.516162215,4.164496023,5.179647409,4.07266037,5.340529902,4.168503199,5.332877059,4.230019311,5.067603499,4.104460968,5.38109249,4.62184283,5.395974901,4.459970764,5.270100675,4.389511927,4.952879242,4.224761272,4.665446986,3.878964374,4.698764194,3.957657955,4.81518184,3.884289657,5.190294979,4.137535115,5.184498548,4.128686783,5.509507318,4.433197505,5.615010138,4.580177004,5.969087158,4.932552246,5.904152499,4.956261673,5.84696844,4.940203739,5.994625968,5.181200993,5.87349697,5.228371042,4.275929492,3.756377681,-0.04261170139,0.2347477584
UCP-A1,candidate,38,44,0.05376352742,19.54662277,0.0384731926,-0.008938008919,,6.233958963,2.663257046,6.067624425,3.621881614,5.659860601,3.765455312,5.534685764,3.693118263,5.445101181,3.799986965,5.329239711,3.870409007,5.190212188,3.849197812,5.660356534,4.220490867,5.702569974,4.353973715,5.527759071,4.228003374,5.310002474,4.124536368,5.002574289,3.861494322,4.93968842,3.946270893,4.942185862,4.006624374,5.243312599,4.193312376,5.226125327,4.215458876,5.418915376,4.48595872,5.527297202,4.645847849,5.827843969,4.838207807,5.757364846,4.816053248,5.747992967,4.856329762,6.018692445,5.022290999,5.994437488,5.042013936,4.454542216,3.542481943,-0.02246610754,-0.1492911188
UCP-A2,candidate,38,44,0.0537635237,19.25307047,0.04385732114,-0.01314520836,,6.10807905,2.651438755,5.90370757,3.701849748,5.591957788,3.822384269,5.42964306,3.768131588,5.509411882,3.9193803,5.408746153,3.973925556,5.234020822,3.939325891,5.981371818,4.412260833,5.823318476,4.450720883,5.718240262,4.401316229,5.585411144,4.352567995,5.138436569,4.000554064,5.147364528,4.074922669,4.982874304,4.048113892,5.26517878,4.24951292,5.234337125,4.286932172,5.467388456,4.521747749,5.587687168,4.669711858,5.895268506,4.838701387,5.808611391,4.81290318,5.779308593,4.84045892,6.04091846,4.995615692,5.96869058,5.030402668,4.35357817,3.508174791,0.07301301369,-0.1543559727
McG-A,candidate,38,44,0.05376353115,17.76393066,0.07067086548,-0.02974793687,,6.138018241,3.027142977,5.673723483,3.859910361,5.511768121,4.168623172,5.123282996,4.059335462,5.43854687,4.386541294,5.58152642,4.457036845,5.395505057,4.29231955,5.778091376,5.072145134,5.608803921,4.673545569,5.6312121,4.691621443,5.349093956,4.414245224,5.003258191,3.998618762,4.934945543,4.03284705,4.934981169,3.853939206,5.233486161,3.984852705,5.016736816,3.873092728,5.257029717,4.01801982,5.273179526,4.036618743,5.583691884,4.314478808,5.471420307,4.330416998,5.346180347,4.26531545,5.485935636,4.445542158,5.357308533,4.475124453,4.503718123,3.786702978,-0.01662637085,-0.2333983386
McG-C,candidate,38,44,0.0537635237,17.69044577,0.08922886103,0.005477753468,,6.283573017,2.750414104,5.901921086,4.280898474,5.434598844,4.340807455,4.988382989,4.034768174,5.235998808,4.222328661,5.294149618,4.095622453,5.117389194,4.01345452,5.49776308,4.998999274,5.420996716,4.67257274,5.304640549,4.384529867,5.088828869,4.388141403,4.840973399,3.920610636,4.795536783,4.079378808,4.790757501,3.675460731,5.006867842,3.933114785,4.870802547,4.097371701,5.029628543,4.193020035,5.163186688,4.161300235,5.634057486,4.44609704,5.655386057,4.502394076,5.678981552,4.578158328,5.912564857,4.85314742,5.782147765,5.015288938,4.824860607,4.387880608,-0.05578277544,-0.1550399427
McG-H,candidate,38,44,0.05376352742,19.98047704,0.04337464273,-0.02012134902,,6.115056558,3.196935792,5.919068393,3.856518425,5.496852632,3.804619035,5.032344491,3.688697223,5.349816404,3.913986047,5.432723932,3.868997756,5.255102189,3.882884658,5.695630595,4.717353638,5.644187043,4.488520471,5.571622188,4.232846397,5.21343966,4.23166197,4.967695067,3.883596807,4.905599786,3.971831604,5.017867912,3.832940176,5.369166306,4.086351353,5.323251476,4.186470003,5.616992371,4.369649793,5.729268847,4.520523237,6.169584376,4.844816814,6.199166013,4.958116336,6.17078417,5.129773119,6.40850639,5.485961841,6.371305269,5.730306004,5.598150058,5.040531429,0.04863836779,-0.08660197553
DU-I,candidate,42,48,0.059527006,22.92466329,0.1486559808,-0.004953884985,,6.141171329,3.743890414,6.037096151,4.772414076,5.656679465,4.640838112,5.673167599,4.700056384,5.610542019,4.628845612,5.228540887,4.526318816,5.085789356,4.407333552,5.498393643,4.902595372,5.45306209,5.060675058,5.520536374,4.932013418,5.301024842,4.786195231,5.085532739,4.571664081,5.162656169,4.809144664,5.108639836,4.566569155,5.364427738,4.797667786,5.485734532,4.869879045,5.806741981,5.097492715,6.030245562,5.093536644,6.424659329,5.626464361,6.662019419,5.87302487,6.730551254,5.912652915,6.793052008,6.059615266,6.761079558,6.062976508,5.221496073,4.580429899,0.8183065935,0.7989064218
DU-J,candidate,42,48,0.0595270209,20.1796378,0.2257031351,0.6093711257,,5.945501841,5.045527713,6.068928736,5.272932365,5.685841047,4.980580462,5.392814524,4.665810477,5.727237323,4.846473793,5.636662145,4.820267073,5.397623125,4.679889926,5.853609937,5.194752215,5.751940467,5.163581195,5.69349822,5.070488286,5.368211146,4.788926894,5.096836096,4.499343887,5.034713909,4.674664392,4.871185614,4.385729611,4.996458114,4.525355244,4.961486319,4.49234372,5.27872862,4.699863981,5.435542289,4.792454217,5.782619083,5.212542231,5.942881418,5.415489486,5.841150532,5.344998611,5.742605087,5.294896909,5.519914962,5.130374337,3.70617238,3.340843139,0.7579290682,0.8217967141
DU-K,candidate,42,48,0.0595270209,23.92309662,0.1543919146,0.02510471642,,5.821586881,4.953434387,5.772779164,4.918291339,5.693649788,4.222037771,5.459137732,3.919037501,5.401254601,3.454733498,5.329443182,2.832454067,5.20979115,2.985590309,5.486411259,3.322977207,5.640605835,2.858594078,5.55414926,3.25390558,5.125934821,3.377017016,4.850434567,2.950552293,4.994642214,3.072641422,4.927040056,3.512527728,5.143594508,3.471121652,5.336272617,3.79830808,5.49943931,4.07063793,5.441561116,3.959503468,5.955799501,4.208489491,6.211365192,3.80933107,5.940765794,3.841050134,5.755826532,3.484162017,5.224839774,2.07483142,3.208500635,-0.6614914943,-0.1210571625,0.8670818913
DU-L,candidate,42,48,0.05952699855,19.7362022,0.1138072684,-0.05675990507,,5.975402684,1.857724501,5.584497298,2.734939435,5.391300461,3.54335586,5.254399369,3.972885164,5.570443198,3.966062666,5.428351321,3.915255844,5.298962477,4.31060386,5.814359688,5.002760966,5.790575056,5.082247153,5.760015548,4.786075839,5.541742753,4.628156302,5.339261887,4.24292328,5.429096284,4.555930158,5.261248263,4.186497621,5.492673579,4.43033729,5.474424456,4.45558714,5.807640683,4.539166924,6.014842368,4.466751862,6.30684447,4.883942817,6.331381186,4.790325719,6.443583238,5.047812747,6.612088392,5.416147253,6.671144018,5.650467435,5.218561975,4.100102633,0.5483271828,0.09562916334
DU-M,candidate,42,48,0.05952702835,17.87699747,0.03786643222,-0.0002709428954,,6.065227833,2.571933897,5.953788471,3.605874927,5.645654709,3.791020307,5.554673201,3.893458617,5.68828248,3.626058632,5.701443515,3.669370839,5.499136562,3.852557057,5.998987448,4.294913724,5.917816864,4.247800351,5.875705137,4.112861588,5.559202381,4.015973256,5.26279503,3.749014734,5.071012328,4.175738773,4.891078085,3.737917596,5.081165972,3.938659925,5.107501071,3.826618845,5.448119855,3.881349018,5.647797928,3.861435609,5.940040793,4.218097445,5.926416263,4.082376539,5.946148341,4.268753272,6.045146742,4.428405209,6.031563157,4.375436955,4.526591651,2.484046113,0.1315183069,-0.4799047614
