mix,source_file,reference_mix,start_seconds,end_seconds,candidate_source_start_seconds,duration_seconds,alignment_offset_ms,alignment_confidence,is_current_nonmatch,is_perceptual_note_mix,is_main_study_mix,excluded,exclusion_reasons,stereo_width_diff_db,mono_corr,null_diff_db_rel,raw_level_delta_db,true_peak_ref_dbfs,true_peak_cand_dbfs,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,side_mid_db,bark_mid_01,bark_side_01,bark_mid_02,bark_side_02,bark_mid_03,bark_side_03,bark_mid_04,bark_side_04,bark_mid_05,bark_side_05,bark_mid_06,bark_side_06,bark_mid_07,bark_side_07,bark_mid_08,bark_side_08,bark_mid_09,bark_side_09,bark_mid_10,bark_side_10,bark_mid_11,bark_side_11,bark_mid_12,bark_side_12,bark_mid_13,bark_side_13,bark_mid_14,bark_side_14,bark_mid_15,bark_side_15,bark_mid_16,bark_side_16,bark_mid_17,bark_side_17,bark_mid_18,bark_side_18,bark_mid_19,bark_side_19,bark_mid_20,bark_side_20,bark_mid_21,bark_side_21,bark_mid_22,bark_side_22,bark_mid_23,bark_side_23,bark_mid_24,bark_side_24,standardised_full_distance,scalar_distance,bark_distance,distance_band,recommendation_score_lower_better,shortlisted,recommended
DU-I,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-I.mp3,DU-H,34,40,34,6,0,0.5350754071,false,true,false,false,,4.504479177,0.5450589561,-1.530999325,-5.428972079e-07,-6.099578236,-1.615287048,0.05960146338,22.87957434,0.1153086126,-0.08400613815,-9.381382911,6.249185622,3.930817812,5.991952816,4.556134943,5.652743722,4.591629121,5.401990072,4.400263383,5.351435559,4.346672515,5.248420922,4.374035181,4.938203737,4.279638256,5.097331673,4.489170873,5.591032081,4.859685509,5.372973794,4.553872804,5.229460171,4.620983479,5.327495641,4.485841365,5.275889632,4.54691057,5.393742514,4.553013931,5.668942448,4.762803919,5.699039565,4.897939887,5.967476621,5.28546066,6.122131935,5.497943024,6.42620296,5.721419749,6.501202774,5.756252589,6.669784488,5.921081514,6.843507611,6.117994834,6.72792877,5.992567883,5.184132482,4.434275088,1.403834827,0.9635860439,1.020908495,too_far,2.167177795,false,false
DU-J,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-J.mp3,DU-H,34,40,33.998,6,-2,0.188704674,true,false,false,true,poor_global_alignment_confidence;extreme_stereo_imbalance,7.203795402,0.2268148732,-0.2293735285,-5.428972079e-07,-6.099578236,-6.966204916,0.05960146338,17.52865665,0.2146808505,0.5823410749,-6.682066686,5.97135157,5.139500153,5.818769782,5.152726229,5.542220688,5.052328583,5.2077285,4.561928963,5.57983012,4.749842932,5.52083404,4.75994655,4.887771125,4.365864995,5.256358459,4.716667114,6.007420021,5.262249468,5.589558326,4.869750196,5.200013656,4.602098725,5.467303271,4.622908957,5.202492859,4.507824242,5.192454449,4.416223705,5.320723898,4.566961124,5.216323212,4.601049285,5.378245178,4.825038623,5.420510421,4.921733664,5.664581059,5.161120082,5.66436291,5.226826634,5.650739307,5.234737058,5.651730318,5.249178519,5.366020703,5.0346763,3.56049551,3.22971108,1.430222037,1.168898757,0.8241424457,excluded,9999,false,false
DU-K,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-K.mp3,DU-H,34,40,34.004,6,4,0.2325206703,false,false,true,false,,5.406000167,0.2589395495,-0.3014148921,1.085793878e-06,-6.099578236,-2.971480426,0.05960147455,21.52337966,0.141910255,0.0001199108665,-8.47986192,6.147900241,5.181764981,5.850953088,5.01350478,5.805451795,4.241722408,5.297779759,3.907457972,5.182104782,3.466560646,5.143982424,2.910418471,5.008249011,3.038715557,4.903976206,3.38856559,5.458655819,2.882871469,5.075366158,3.223423806,4.892594179,3.386179746,4.955176877,3.021504213,4.828596186,3.165290232,4.792558745,3.567319775,5.076302612,3.518958803,5.17853148,3.841136103,5.311961762,4.169491692,5.312360222,4.044724147,5.653534073,4.25718297,5.595071541,3.887178667,5.420892483,3.952026172,5.300883909,3.529352871,4.747080522,2.185428563,2.812928267,-0.4965345313,1.28311954,0.8861437512,0.9279789901,too_far,2.62673717,false,false
DU-L,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-L.mp3,DU-H,34,40,34,6,0,0.6474959252,false,true,false,false,,3.182793371,0.6794471833,-2.689338549,-5.428972079e-07,-6.099578236,-5.862535485,0.05960146338,18.63232568,0.08505367488,-0.02820148505,-10.70306872,6.035305861,2.491165095,5.513547304,3.372798605,5.315630673,3.608103909,4.972651438,3.843614865,5.357470212,3.993585507,5.366182587,4.057204799,4.875230208,4.680214056,5.203540631,4.619076318,6.0170596,4.936573248,5.588372837,4.259080071,5.319522595,4.459564026,5.635822225,4.086538291,5.480330188,4.198699251,5.520177292,4.085357067,5.736905889,4.370122594,5.705887658,4.526414253,5.849679219,4.802147803,5.900188655,5.057051882,6.226986193,5.253739334,6.192269185,5.3741799,6.381701901,5.455621084,6.582778827,5.546643067,6.496122607,5.477747014,4.961586472,3.790554522,0.9089461723,0.2975732589,0.8588558085,close_to_moderate,1.209699109,false,false
DU-M,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-M.mp3,DU-H,34,40,34,6,0,0.4214250155,true,false,false,false,,-1.242161446,0.4349572592,-0.9107961114,5.428968827e-07,-6.099578236,-8.41759669,0.05960147083,16.07726396,0.03070419095,-0.01213013567,-15.12802353,6.016030014,3.166528239,5.816064133,3.918884411,5.528296686,4.149133905,5.276175994,3.776626996,5.511235217,3.565076602,5.635138329,3.692977005,5.13002158,3.774174066,5.374268448,3.931380035,6.10733017,4.143155404,5.632715678,3.809432014,5.351799211,3.703473232,5.520003055,3.399421119,5.188871488,3.653226335,5.229708613,3.495605606,5.433265535,3.63876566,5.379273845,3.756714699,5.46609795,4.14222951,5.488955318,4.395743207,5.832697694,4.527194671,5.808389584,4.572603881,5.870772632,4.564697104,6.027849938,4.40842564,5.90542071,4.09097109,4.391830564,1.99027711,0.8436941678,0.4324048319,0.7244624974,close_to_moderate,0.8152259303,false,false
DU-N,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-N.mp3,DU-H,34,40,34,6,0,0.6569947399,false,true,true,false,,0.1983123417,0.6547141773,-2.430983778,-5.428972079e-07,-6.099578236,-9.235111439,0.05960146338,15.25975018,0.04278041795,-0.03889016807,-13.68754975,6.362598121,2.02887462,6.138886363,3.533334807,5.603999975,4.095058776,4.895798365,3.570054437,5.078885939,3.814065802,5.382701782,4.012628363,5.020240438,3.988744657,4.804454497,3.694829116,5.7435165,4.354068974,5.613704814,4.124496891,4.993104378,3.720248652,5.275595126,3.950825293,5.067644021,3.840602857,5.04869714,3.789300629,5.133683147,3.797399855,5.274986385,3.753532945,5.4979882,3.737573331,5.580554981,3.633747,5.910585363,4.012284665,5.961501356,3.940643303,6.227435563,3.50556884,6.443181412,3.149052714,6.325497609,2.288513887,4.825281365,0.3328051241,1.002796478,0.5778243428,0.8195851427,too_far,0.5089810545,false,false
PXL-S6,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\PXL-S6.mp3,DU-H,34,40,33.999,6,-1,0.3458613705,false,false,false,false,,1.053281566,0.283264767,-0.3632509888,1.085793878e-06,-6.099578236,-3.813820862,0.05960147455,20.6810387,0.05208850652,0.0120662665,-12.83258052,6.423297551,3.471940668,5.854309332,4.310424059,5.48700978,4.319031788,5.149779307,4.058962943,5.27858456,4.033721806,5.247927564,4.232391088,4.707481378,4.041193503,4.907958726,4.177634172,5.674888616,4.546510813,5.290866425,4.272239462,5.005450889,4.075517795,5.30778195,4.000960863,5.111875575,3.951152963,5.175508934,4.04789928,5.45534986,4.263182523,5.46788698,4.318256557,5.677135677,4.737713462,5.798530492,5.053489301,6.085058658,5.262529246,6.034167778,5.332583244,6.006339861,5.383914348,6.049578879,5.45875769,5.82222036,5.318612619,4.190573069,3.688063344,0.6669585646,0.427702838,0.5117655805,too_close,9999,false,false
UCP-A1,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A1.mp3,DU-H,34,40,33.999,6,-1,0.3683306341,false,false,false,false,,-0.7931285639,0.2796696013,-0.3537032293,5.428968827e-07,-6.099578236,-6.341330314,0.05960147083,18.15352983,0.0340487361,-0.02007028088,-14.67899065,6.355962949,3.027831262,6.005676131,3.672571177,5.519394332,3.801195613,5.332022139,3.583739661,5.303273779,3.721785584,5.209758144,3.802690836,4.809365134,3.743334894,5.200814775,3.853913207,6.025017282,4.034548272,5.62631391,3.937088584,5.315200186,4.002058449,5.599222404,3.851632848,5.306286574,4.003173109,5.262066811,4.193211039,5.46180483,4.378209502,5.451105735,4.542019595,5.63371015,4.994811639,5.761028038,5.263045358,5.969860459,5.318035149,5.94134107,5.349011045,5.962586016,5.367145551,6.114268442,5.354024082,6.01115736,5.105238815,4.419868621,3.432195118,0.62829758,0.06363573326,0.6250666704,too_close,9999,false,false
UCP-A2,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A2.mp3,DU-H,34,40,33.999,6,-1,0.3280724438,false,false,false,false,,-0.5478088925,0.275024452,-0.341582354,1.628690838e-06,-6.099578236,-7.134274678,0.05960147828,17.36058466,0.03602739796,-0.03707628697,-14.43367098,6.183045815,3.245766805,5.905395123,3.93801623,5.530374213,3.827717706,5.265021121,3.669169447,5.312472121,3.781240229,5.252803641,3.854240653,4.875439033,3.762237057,5.367430514,3.946595925,6.1080759,4.149224192,5.747903967,4.071181544,5.47031534,4.100047043,5.645256193,3.877304338,5.34578806,4.006265778,5.263980746,4.171986843,5.450486767,4.358894177,5.430591208,4.536661171,5.620953546,4.980581153,5.743401465,5.241502061,5.962229807,5.281999159,5.91294844,5.298531071,5.903669896,5.328738259,6.034419206,5.322004647,5.912608906,5.110401897,4.265692661,3.437823034,0.6710088721,0.1933423986,0.6425508722,too_close,9999,false,false
McG-A,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-A.mp3,DU-H,34,40,34.022,6,22,0.2330510863,false,false,false,false,,0.9753540981,0.1495930603,-0.0982906433,-1.456134474e-13,-6.099578236,-7.815073175,0.0596014671,16.67978781,0.05116219819,-0.03023013286,-12.91050799,6.315860169,3.467400781,5.765339906,4.010259119,5.505939867,4.22011301,5.084012336,4.013658976,5.323654343,4.201206728,5.432476691,4.499314013,4.968267324,4.371962514,5.175275993,4.524668227,5.845224438,4.79126209,5.542610976,4.523199607,5.331374308,4.23489356,5.580144935,4.161420379,5.28666227,4.045313154,5.286606376,3.96965497,5.461391003,4.077385041,5.248769956,3.985283079,5.361416147,4.115279369,5.32910554,4.197071379,5.56719712,4.377357292,5.440217049,4.392616528,5.373774487,4.409509631,5.433279462,4.51327417,5.278468264,4.483750731,4.275209295,3.618864098,0.7212330608,0.3234104109,0.6446571447,close_to_moderate,0.5246504748,false,false
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,34,40,34.022,6,22,0.2738106804,false,false,false,false,,2.204118393,0.1841807745,-0.1498796044,1.628690838e-06,-6.099578236,-7.652848618,0.05960147828,16.84201076,0.06789310277,0.01506436151,-11.6817437,6.336983556,3.379716117,5.913736929,4.382992571,5.506666157,4.616555731,4.994237618,4.060335559,5.168727782,4.044332429,5.21196147,4.239109683,4.756712455,4.26138709,5.047798094,4.459447995,5.795377625,4.644874866,5.437576231,4.197007962,5.144196237,4.145926203,5.422889929,3.780518011,5.169654893,3.813060349,5.159838074,3.691000939,5.266291451,3.876546388,5.060979157,4.03955539,5.148055088,4.251133379,5.249835451,4.387005341,5.635310181,4.67233687,5.608603534,4.73766659,5.640203864,4.876160061,5.71238577,5.04736841,5.554729503,5.059199839,4.553363062,4.229196449,0.5980717709,0.3380878557,0.4933421175,too_close,9999,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,34,40,34.022,6,22,0.2619281979,false,false,false,false,,0.2794173729,0.2280409915,-0.2319290813,-1.628691435e-06,-6.099578236,-6.087105905,0.05960145593,18.40775629,0.04358685389,-0.01887818798,-13.60644471,6.207615832,3.570330369,5.868584521,4.033627774,5.450899408,4.01317338,5.018808111,3.769286245,5.289004476,3.840745827,5.304772547,4.198562627,4.859953316,4.307305954,5.163068366,4.364154434,5.925805701,4.710985126,5.581780796,4.235611826,5.253609435,4.115527908,5.590096098,3.958545533,5.357460946,3.937595599,5.378768698,3.957117201,5.619075279,4.171862265,5.566522712,4.284558813,5.772102682,4.612226692,5.850947437,4.883973884,6.209261455,5.114711867,6.20933014,5.258239469,6.236022859,5.456739456,6.318382931,5.673730649,6.220575202,5.781605099,5.3415748,4.901377326,0.7007640232,0.01823959705,0.7005266114,too_close,9999,false,false
DU-I,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-I.mp3,DU-H,38,44,38,6,0,0.5350754071,false,true,false,false,,3.686393686,0.5210735697,-1.375809339,-6.01847977e-07,-5.596100396,-1.990182964,0.0537635237,23.4000624,0.1265899092,-0.05253041163,-8.9760093,6.086565593,3.563368954,5.919656776,4.592059775,5.554033559,4.511946681,5.502088141,4.452473898,5.510358323,4.467464934,5.20853923,4.44026289,5.094919888,4.358429291,5.47343622,4.850012117,5.377980992,4.948244761,5.372769695,4.621598356,5.259306712,4.679631691,4.972133376,4.407140058,5.041117113,4.500663034,5.118781025,4.374014645,5.447035682,4.671575135,5.532604371,4.842111393,5.774985616,5.023113933,5.897285404,5.023312354,6.315362697,5.313658277,6.421416901,5.290213735,6.53924605,5.326644072,6.769519388,5.645713003,6.686517184,5.708371411,5.132582531,4.313718257,1.370773921,0.8210565138,1.097673606,too_far,1.847786968,false,false
DU-J,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-J.mp3,DU-H,38,44,37.998,6,-2,0.188704674,true,false,false,true,poor_global_alignment_confidence;extreme_stereo_imbalance,6.423382564,0.2219210164,-0.2193319016,-1.203695834e-06,-5.596100396,-5.565713228,0.05376351997,19.82453267,0.2377376258,0.5933867693,-6.239020423,5.847850521,4.94718197,5.936452492,5.23379077,5.651943229,4.998345571,5.2450356,4.531501844,5.628718973,4.794251612,5.643094559,4.85404221,5.344992505,4.586584391,5.763895245,5.173658505,5.646994041,5.094360192,5.523798923,4.860663782,5.15052158,4.595740299,4.870487958,4.3025631,4.806306692,4.390231034,4.878004849,4.266574374,5.087295255,4.477671872,4.969669151,4.517349428,5.181557165,4.64424769,5.210787971,4.632880507,5.567290718,4.967420698,5.640196364,5.056595351,5.585658716,5.013162494,5.7895829,5.22417677,5.541651375,5.057401026,3.658935182,3.24165791,1.486173129,1.222961357,0.8444383268,excluded,9999,false,false
DU-K,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-K.mp3,DU-H,38,44,38.004,6,4,0.2325206703,false,false,true,false,,3.841350018,0.2257628802,-0.2271956922,-1.805543732e-06,-5.596100396,-3.271005809,0.05376351625,22.11924069,0.1311881691,0.01869505458,-8.821052968,5.83330765,4.937656906,5.699716807,4.87834063,5.660474698,4.158132514,5.336223578,3.865618936,5.149539243,3.359349459,5.28668639,2.778416785,5.385779825,2.913332058,5.399055086,3.259620061,5.528415374,2.74565812,5.345431275,3.112197738,5.001764971,3.287449154,4.684143664,2.923551361,4.714530156,3.0516939,4.74032883,3.359272869,5.096100216,3.376657642,5.245492631,3.697819442,5.359923545,4.019191502,5.344648481,3.861167853,5.757191366,4.070578205,5.726847282,3.735213978,5.50336751,3.755104471,5.544913735,3.445079477,5.144556561,2.399672668,3.161707017,0.03549683982,1.179728311,0.6684137895,0.9721017917,too_far,1.998942058,false,false
DU-L,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-L.mp3,DU-H,38,44,38,6,0,0.6474959252,false,true,false,false,,4.740446074,0.6264502461,-2.164105544,-6.01847977e-07,-5.596100396,-5.724919084,0.0537635237,19.66532662,0.1613631397,-0.05140219629,-7.921956912,5.885113222,1.665924379,5.422512928,2.636575973,5.289141686,3.403812278,5.039449418,4.074862564,5.460359259,4.246535203,5.47465429,3.867598166,5.320635282,4.589775406,5.757452791,5.124302192,5.751722607,5.190900801,5.5480261,4.569633406,5.320041712,4.769337231,5.075425602,4.317273824,5.092716948,4.423973425,5.172853145,4.133843308,5.504420273,4.451354829,5.537334083,4.64248041,5.682307864,4.671738217,5.770243594,4.682223937,6.148474485,4.964735251,6.126593053,4.957323266,6.244846258,4.993356576,6.51551379,5.244623437,6.471610281,5.310396198,4.957433454,3.694657776,1.261234827,0.7145269456,1.039309643,too_far,2.10716621,false,false
DU-M,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-M.mp3,DU-H,38,44,38,6,0,0.4214250155,true,false,false,false,,-2.517296,0.3893207166,-0.7138426817,6.018476113e-07,-5.596100396,-8.854632879,0.05376353115,16.53561142,0.03034101613,-0.0002671435068,-15.17969899,5.817945396,2.42563657,5.682665419,3.751578331,5.511612168,3.782372939,5.318731365,3.695246053,5.582006364,3.568736207,5.725588004,3.456717597,5.512092039,3.550806358,5.900116189,4.226162609,5.882648743,3.900615356,5.711934418,3.62260539,5.368584779,3.648529461,5.001079119,3.355006951,4.820283847,3.705396514,4.878294527,3.307580376,5.184336723,3.549119671,5.138993362,3.672864596,5.288012091,3.812011327,5.352689958,3.810088403,5.727750792,3.968795814,5.641699534,3.923398924,5.633967723,3.979907048,5.854719337,4.113939484,5.759372592,3.981097449,4.219086125,2.037294972,1.028611484,0.6209807296,0.8200149496,too_far,1.44644034,false,false
DU-N,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-N.mp3,DU-H,38,44,38,6,0,0.6569947399,false,true,true,false,,2.159879282,0.649119487,-2.375885692,-6.01847977e-07,-5.596100396,-9.07614101,0.0537635237,16.31410419,0.08907333016,-0.02517657727,-10.5025237,6.281858334,1.786554747,6.116737911,3.737527764,5.571985746,4.01723084,4.945501614,3.8109629,5.116163381,4.107017279,5.405571891,4.355646024,5.176956746,4.430752326,5.084122295,4.345645037,5.366147781,4.761400365,5.499907601,4.706647804,5.030088595,3.954337085,4.815239805,3.845046654,4.882492353,3.918811268,4.798085547,3.901005815,4.903757779,3.951054053,5.053459307,4.053961661,5.277712902,4.082458927,5.261497751,4.015657989,5.657845782,4.453033779,5.754553234,4.473526987,5.976771793,3.997705506,6.295669096,3.768196142,6.279346108,3.062146654,4.847501871,0.9560322494,0.9075837362,0.6820194085,0.5987969311,close_to_moderate,1.100316741,false,false
PXL-S6,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\PXL-S6.mp3,DU-H,38,44,37.999,6,-1,0.3458613705,false,false,false,false,,-0.07635615801,0.29924037,-0.4074141842,-1.203695834e-06,-5.596100396,-3.605216178,0.05376351997,21.78503018,0.05322603509,0.008474729955,-12.73875914,6.304061673,3.064382156,5.905589547,4.231063949,5.516162215,4.164496023,5.179647409,4.07266037,5.340529902,4.168503199,5.332877059,4.230019311,5.067603499,4.104460968,5.38109249,4.62184283,5.395974901,4.459970764,5.270100675,4.389511927,4.952879242,4.224761272,4.665446986,3.878964374,4.698764194,3.957657955,4.81518184,3.884289657,5.190294979,4.137535115,5.184498548,4.128686783,5.509507318,4.433197505,5.615010138,4.580177004,5.969087158,4.932552246,5.904152499,4.956261673,5.84696844,4.940203739,5.994625968,5.181200993,5.87349697,5.228371042,4.275929492,3.756377681,0.66942839,0.3668507733,0.5599597124,too_close,9999,false,false
UCP-A1,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A1.mp3,DU-H,38,44,37.999,6,-1,0.3683306341,false,false,false,false,,-1.486015135,0.3288481051,-0.4970384111,-1.610426869e-13,-5.596100396,-5.843621869,0.05376352742,19.54662277,0.0384731926,-0.008938008919,-14.14841812,6.233958963,2.663257046,6.067624425,3.621881614,5.659860601,3.765455312,5.534685764,3.693118263,5.445101181,3.799986965,5.329239711,3.870409007,5.190212188,3.849197812,5.660356534,4.220490867,5.702569974,4.353973715,5.527759071,4.228003374,5.310002474,4.124536368,5.002574289,3.861494322,4.93968842,3.946270893,4.942185862,4.006624374,5.243312599,4.193312376,5.226125327,4.215458876,5.418915376,4.48595872,5.527297202,4.645847849,5.827843969,4.838207807,5.757364846,4.816053248,5.747992967,4.856329762,6.018692445,5.022290999,5.994437488,5.042013936,4.454542216,3.542481943,0.7018417354,0.1140854117,0.6925072855,close_to_moderate,0.6314883055,false,false
UCP-A2,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A2.mp3,DU-H,38,44,37.999,6,-1,0.3280724438,false,false,false,false,,-0.917175769,0.2706495321,-0.3303792142,-6.01847977e-07,-5.596100396,-6.137175458,0.0537635237,19.25307047,0.04385732114,-0.01314520836,-13.57957876,6.10807905,2.651438755,5.90370757,3.701849748,5.591957788,3.822384269,5.42964306,3.768131588,5.509411882,3.9193803,5.408746153,3.973925556,5.234020822,3.939325891,5.981371818,4.412260833,5.823318476,4.450720883,5.718240262,4.401316229,5.585411144,4.352567995,5.138436569,4.000554064,5.147364528,4.074922669,4.982874304,4.048113892,5.26517878,4.24951292,5.234337125,4.286932172,5.467388456,4.521747749,5.587687168,4.669711858,5.895268506,4.838701387,5.808611391,4.81290318,5.779308593,4.84045892,6.04091846,4.995615692,5.96869058,5.030402668,4.35357817,3.508174791,0.7822770038,0.1210691537,0.7728515839,close_to_moderate,0.3585045864,false,false
McG-A,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-A.mp3,DU-H,38,44,38.022,6,22,0.2330510863,false,false,false,false,,1.154806401,0.2322265494,-0.2407633988,6.018476113e-07,-5.596100396,-7.62631354,0.05376353115,17.76393066,0.07067086548,-0.02974793687,-11.50759659,6.138018241,3.027142977,5.673723483,3.859910361,5.511768121,4.168623172,5.123282996,4.059335462,5.43854687,4.386541294,5.58152642,4.457036845,5.395505057,4.29231955,5.778091376,5.072145134,5.608803921,4.673545569,5.6312121,4.691621443,5.349093956,4.414245224,5.003258191,3.998618762,4.934945543,4.03284705,4.934981169,3.853939206,5.233486161,3.984852705,5.016736816,3.873092728,5.257029717,4.01801982,5.273179526,4.036618743,5.583691884,4.314478808,5.471420307,4.330416998,5.346180347,4.26531545,5.485935636,4.445542158,5.357308533,4.475124453,4.503718123,3.786702978,0.746413419,0.389862025,0.6365065542,close_to_moderate,0.5044349804,false,false
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,38,44,38.022,6,22,0.2738106804,false,false,false,false,,2.167456625,0.2768699928,-0.3463699385,-6.01847977e-07,-5.596100396,-7.699799736,0.0537635237,17.69044577,0.08922886103,0.005477753468,-10.49494636,6.283573017,2.750414104,5.901921086,4.280898474,5.434598844,4.340807455,4.988382989,4.034768174,5.235998808,4.222328661,5.294149618,4.095622453,5.117389194,4.01345452,5.49776308,4.998999274,5.420996716,4.67257274,5.304640549,4.384529867,5.088828869,4.388141403,4.840973399,3.920610636,4.795536783,4.079378808,4.790757501,3.675460731,5.006867842,3.933114785,4.870802547,4.097371701,5.029628543,4.193020035,5.163186688,4.161300235,5.634057486,4.44609704,5.655386057,4.502394076,5.678981552,4.578158328,5.912564857,4.85314742,5.782147765,5.015288938,4.824860607,4.387880608,0.6298612821,0.4525174872,0.4381245924,too_close,9999,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,38,44,38.022,6,22,0.2619281979,false,false,false,false,,-0.9652373344,0.2740195281,-0.3389893069,-1.610426869e-13,-5.596100396,-5.409767775,0.05376352742,19.98047704,0.04337464273,-0.02012134902,-13.62764032,6.115056558,3.196935792,5.919068393,3.856518425,5.496852632,3.804619035,5.032344491,3.688697223,5.349816404,3.913986047,5.432723932,3.868997756,5.255102189,3.882884658,5.695630595,4.717353638,5.644187043,4.488520471,5.571622188,4.232846397,5.21343966,4.23166197,4.967695067,3.883596807,4.905599786,3.971831604,5.017867912,3.832940176,5.369166306,4.086351353,5.323251476,4.186470003,5.616992371,4.369649793,5.729268847,4.520523237,6.169584376,4.844816814,6.199166013,4.958116336,6.17078417,5.129773119,6.40850639,5.485961841,6.371305269,5.730306004,5.598150058,5.040531429,0.8055098499,0.07969376889,0.8015578716,close_to_moderate,0.3497342911,false,false
DU-I,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-I.mp3,DU-H,42,48,42,6,0,0.5350754071,false,true,false,false,,5.177296003,0.5187621816,-1.361503973,-1.087152367e-06,-5.165772411,-1.581055963,0.059527006,22.92466329,0.1486559808,-0.004953884985,-8.278176367,6.141171329,3.743890414,6.037096151,4.772414076,5.656679465,4.640838112,5.673167599,4.700056384,5.610542019,4.628845612,5.228540887,4.526318816,5.085789356,4.407333552,5.498393643,4.902595372,5.45306209,5.060675058,5.520536374,4.932013418,5.301024842,4.786195231,5.085532739,4.571664081,5.162656169,4.809144664,5.108639836,4.566569155,5.364427738,4.797667786,5.485734532,4.869879045,5.806741981,5.097492715,6.030245562,5.093536644,6.424659329,5.626464361,6.662019419,5.87302487,6.730551254,5.912652915,6.793052008,6.059615266,6.761079558,6.062976508,5.221496073,4.580429899,1.662750415,0.9549261632,1.361196153,too_far,2.661579273,false,false
DU-J,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-J.mp3,DU-H,42,48,41.998,6,-2,0.188704674,true,false,false,true,poor_global_alignment_confidence;extreme_stereo_imbalance,6.990848238,0.1925564481,-0.1640875859,1.087151938e-06,-5.165772411,-4.326079104,0.0595270209,20.1796378,0.2257031351,0.6093711257,-6.464624132,5.945501841,5.045527713,6.068928736,5.272932365,5.685841047,4.980580462,5.392814524,4.665810477,5.727237323,4.846473793,5.636662145,4.820267073,5.397623125,4.679889926,5.853609937,5.194752215,5.751940467,5.163581195,5.69349822,5.070488286,5.368211146,4.788926894,5.096836096,4.499343887,5.034713909,4.674664392,4.871185614,4.385729611,4.996458114,4.525355244,4.961486319,4.49234372,5.27872862,4.699863981,5.435542289,4.792454217,5.782619083,5.212542231,5.942881418,5.415489486,5.841150532,5.344998611,5.742605087,5.294896909,5.519914962,5.130374337,3.70617238,3.340843139,1.613993423,1.212914682,1.064806434,excluded,9999,false,false
