mix,start_seconds,end_seconds,mono_corr,stereo_width_diff_db,crest_diff_db,imbalance,simple_score
DU-J,58.0,64.0,-0.3168514953347644,7.745174707894388,2.5214007235143825,0.32940575362273555,5.44450045314388
DU-J,50.0,56.0,-0.4077017127191964,7.835683395969802,1.3114668503861928,0.3384695885274515,5.489965150981224
DU-K,50.0,56.0,-0.3302649720738654,7.127434666994326,4.752087924574205,0.009421938777007467,5.497060466331024
QUT-G,22.0,28.0,-0.0007357615255646175,9.439763999808196,-2.359455302561223,0.016321330891240063,5.635271818339411
DU-K,30.0,36.0,-0.36009916119892227,7.510245840542903,4.044388855264771,0.006883841845461954,5.641979570959012
DU-J,62.0,68.0,-0.3319313234223105,8.21686787323956,2.511021904510905,0.3430057508652547,5.708949869141036
DU-J,30.0,36.0,-0.32005390736771516,9.18609030042502,0.32747840037334086,0.3358560475703481,5.842274725003941
DU-K,22.0,28.0,-0.37161362613458054,8.136493548101486,3.148220403338147,0.005895511855806918,5.843707086820626
QUT-pro,22.0,28.0,-0.0002334622293143925,8.82803817975131,-6.114765599379602,-0.02751644586214735,5.891700854241224
DU-J,18.0,24.0,-0.37959403230483774,8.79933649798814,1.362701374102869,0.33111087127881256,5.923261519719175
DU-K,18.0,24.0,-0.36583016874385393,8.120194031260395,4.331319443217289,0.01095731292763503,6.001455269600498
DU-K,10.0,16.0,-0.37892911324925194,8.453500512267633,3.727710856629866,0.008125170712022216,6.1037651111268
DU-K,14.0,20.0,-0.3725279386537837,8.518494078183405,4.212369901676109,0.011838131898928147,6.1961584016506865
DU-J,10.0,16.0,-0.37860859129983976,9.736192298492044,0.8044082994454769,0.33757779807729643,6.305974576762523
DU-J,14.0,20.0,-0.396318394567903,9.464230903982294,1.4960057860295812,0.3402383418639733,6.30915310903139
DU-K,26.0,32.0,-0.3732181621311517,8.806038608043831,4.582690375986825,0.007596043647426734,6.396859184682242
DU-J,22.0,28.0,-0.3687917365256059,9.992263301913987,-1.1212766549304263,0.33426439710396777,6.461906622247769
DU-J,26.0,32.0,-0.4508548853354994,10.191732269202106,0.5166244322103637,0.34238561427302466,6.635069570103607
QUT-B,22.0,28.0,-0.0009212283925440807,-16.10523911317847,-2.6175664663436535,0.00027284302312882556,9.007096983325871
QUT-B,10.0,16.0,-0.008080312544370059,-16.753247153925713,-0.922579025330311,6.55557570829728e-05,9.091171055851143
QUT-B,26.0,32.0,-0.014501250220993838,-16.764129594373593,-0.9801290046083153,-0.00040786843812966057,9.11808664832003
QUT-B,30.0,36.0,0.00857216308896619,-16.927906779208147,-0.919720102901973,0.000431051084329153,9.144767078861438
QUT-B,14.0,20.0,-0.009555240435615427,-17.006199619548696,0.5698263673780524,0.00032293300789277874,9.167684245752286
QUT-B,18.0,24.0,-0.026138193929745226,-17.098966565303222,-0.05846823640765564,9.257379489592283e-05,9.170529905972248
QUT-B,62.0,68.0,-0.012375810213658951,-17.620071735027086,-0.570748997001072,0.00018022609412813732,9.48039983749102
QUT-B,50.0,56.0,0.0007637241071742322,-18.325741736173597,-1.6604555972271804,-2.8919520815278435e-05,9.970411759456528
QUT-B,58.0,64.0,-0.0127302076755905,-18.459352646622463,-1.7771356967010234,7.047565561630359e-05,10.081707093167566
QUT-B,42.0,48.0,-0.013463566909775302,-18.50757485971379,-2.6466857717117307,0.0005811006517583057,10.237717429433205
QUT-B,46.0,52.0,-0.017001366032375856,-18.935536142969134,-2.1097928514668034,0.0002893502164345407,10.378239731269339
QUT-B,34.0,40.0,0.03192970816164399,-18.938556133725363,-3.0006966388621255,0.00033804932507484724,10.415523146368713
QUT-B,54.0,60.0,0.010385822463245308,-19.541394540943948,-0.8107173363876292,0.0002773261082737534,10.431533226003628
QUT-B,38.0,44.0,-0.0035545862668211058,-19.331002597199202,-3.7851018081086742,0.00020811335834504405,10.800375742349544
