artist,song,mix_i_original_name,mix_j_original_name,mix_i_id,mix_j_id,combined_euclidean_distance,scalar_only_distance,bark_only_distance,rms_excluded_distance,combined_manhattan_distance,near_duplicate_flag
Fredy V,In The Meantime,QUT-A,DU-I,mix_13f0eed08780,mix_9baa86357fd4,3.52199243066,3.20652515725,1.45692384755,3.73191583892,8.04262951348,0
Fredy V,In The Meantime,QUT-A,QUT-G,mix_13f0eed08780,mix_a31f439e1e87,1.56553433625,1.42073667153,0.657575142582,1.81728666731,3.68019873344,0
Fredy V,In The Meantime,QUT-A,McG-G,mix_13f0eed08780,mix_c45aea9558f2,2.01480124174,1.92179334735,0.6050903848,2.31245869806,3.52842319197,0
Fredy V,In The Meantime,QUT-A,QUT-B,mix_13f0eed08780,mix_c7bdcba64775,4.29887470447,1.41793082569,4.05829963141,4.38776401127,7.9881618806,0
Fredy V,In The Meantime,QUT-A,QUT-pro,mix_13f0eed08780,mix_cdaef40f2b94,1.95006410261,1.58485641465,1.13621307386,2.18761280144,4.37404576704,0
Fredy V,In The Meantime,QUT-A,McG-F,mix_13f0eed08780,mix_ce153583405d,1.63217801871,1.26215980088,1.03487087204,1.8021796144,4.09459943732,0
Fredy V,In The Meantime,QUT-A,UCP-A3,mix_13f0eed08780,mix_d58db5dccea3,1.62742059919,1.4938724551,0.645633715499,1.81408535626,3.7625923783,0
Fredy V,In The Meantime,QUT-A,McG-D,mix_13f0eed08780,mix_da9f94cae537,2.40352902127,2.21063256679,0.943427480356,2.73104194986,5.19898532222,0
Fredy V,In The Meantime,QUT-A,UCP-A5,mix_13f0eed08780,mix_e858d5cf22ea,1.56335535228,1.27935097728,0.898521582634,1.70523086383,3.72949840888,0
Fredy V,In The Meantime,QUT-A,UCP-A4,mix_13f0eed08780,mix_efdedc0a36e7,1.28517446095,1.14950717687,0.574723103237,1.40113553005,2.84661204941,0
Fredy V,In The Meantime,QUT-A,PXL-S6,mix_13f0eed08780,mix_f44b598b8cf8,2.3149049245,2.08310693965,1.00967830889,2.68281803606,4.23135727277,0
Fredy V,In The Meantime,McG-C,UCP-A2,mix_145577f61939,mix_20a1372ac49d,1.27251446189,0.92449704622,0.874413098736,1.04694854857,3.30754330242,0
Fredy V,In The Meantime,McG-C,DU-J,mix_145577f61939,mix_22efc79c8253,2.41967083797,2.16043989778,1.08963590809,2.25106890542,5.36912343731,0
